Device: cuda | threads: 4
=== FASE 2 | 8 trial (questo worker) | 30 epoche ===

Caricamento dataset...
Trovati 34 trial.
  [trial_20260519_151133.csv] attenzione: calibrazione a riposo su 37 campioni (< 50)
Dataset grezzo: 34 trial letti. Scaler e finestre verranno costruiti in split_by_trial() (fit solo sul training set).

--- Fase 2, architettura #1: gru=256, mlp=256 ---

[I 2026-09-04 14:07:15,247] Using an existing study with name 'fish_inverse_phase2_arch1' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_inverse.pkl (nessun refit).
Dataset: 27324 campioni da 34 trial. seq feature/timestep = 2
  Trial 3 | Epoch  0 | val 0.2895
  Trial 3 | Epoch  1 | val 0.2314
  Trial 3 | Epoch  2 | val 0.1724
  Trial 3 | Epoch  3 | val 0.1821
  Trial 3 | Epoch  4 | val 0.1741
  Trial 3 | Epoch  5 | val 0.1272
  Trial 3 | Epoch  6 | val 0.1236
  Trial 3 | Epoch  7 | val 0.1381
  Trial 3 | Epoch  8 | val 0.1130
  Trial 3 | Epoch  9 | val 0.1240
  Trial 3 | Epoch 10 | val 0.1133
  Trial 3 | Epoch 11 | val 0.1230
  Trial 3 | Epoch 12 | val 0.1201
  Trial 3 | Epoch 13 | val 0.1187
  Trial 3 | Epoch 14 | val 0.1034
  Trial 3 | Epoch 15 | val 0.1034
  Trial 3 | Epoch 16 | val 0.1030
  Trial 3 | Epoch 17 | val 0.1018
  Trial 3 | Epoch 18 | val 0.1123
  Trial 3 | Epoch 19 | val 0.1118
  Trial 3 | Epoch 20 | val 0.1039
  Trial 3 | Epoch 21 | val 0.1091
  Trial 3 | Epoch 22 | val 0.1053
  Trial 3 | Epoch 23 | val 0.1108
  Trial 3 | Epoch 24 | val 0.1102
  Trial 3 | Epoch 25 | val 0.1016
  Trial 3 | Epoch 26 | val 0.1048
  Trial 3 | Epoch 27 | val 0.1127
  Trial 3 | Epoch 28 | val 0.1091
  Trial 3 | Epoch 29 | val 0.1062
[I 2026-09-04 14:08:26,680] Trial 3 finished with value: 0.10158171604818372 and parameters: {'lr': 0.003362267828003571, 'batch_size': 128, 'lambda_future': 1.9888185754011767}. Best is trial 1 with value: 0.08567607008031945.
  Trial 5 | Epoch  0 | val 0.1530
  Trial 5 | Epoch  1 | val 0.1331
  Trial 5 | Epoch  2 | val 0.1200
  Trial 5 | Epoch  3 | val 0.1025
  Trial 5 | Epoch  4 | val 0.1020
  Trial 5 | Epoch  5 | val 0.0976
  Trial 5 | Epoch  6 | val 0.0904
  Trial 5 | Epoch  7 | val 0.0856
  Trial 5 | Epoch  8 | val 0.0832
  Trial 5 | Epoch  9 | val 0.0868
  Trial 5 | Epoch 10 | val 0.0802
  Trial 5 | Epoch 11 | val 0.0852
  Trial 5 | Epoch 12 | val 0.0859
  Trial 5 | Epoch 13 | val 0.0865
  Trial 5 | Epoch 14 | val 0.0862
  Trial 5 | Epoch 15 | val 0.0763
  Trial 5 | Epoch 16 | val 0.0733
  Trial 5 | Epoch 17 | val 0.0752
  Trial 5 | Epoch 18 | val 0.0713
  Trial 5 | Epoch 19 | val 0.0747
  Trial 5 | Epoch 20 | val 0.0758
  Trial 5 | Epoch 21 | val 0.0713
  Trial 5 | Epoch 22 | val 0.0808
  Trial 5 | Epoch 23 | val 0.0704
  Trial 5 | Epoch 24 | val 0.0714
  Trial 5 | Epoch 25 | val 0.0744
  Trial 5 | Epoch 26 | val 0.0737
  Trial 5 | Epoch 27 | val 0.0694
  Trial 5 | Epoch 28 | val 0.0705
  Trial 5 | Epoch 29 | val 0.0727
[I 2026-09-04 14:12:48,258] Trial 5 finished with value: 0.0694039276689847 and parameters: {'lr': 0.0007445175548995571, 'batch_size': 32, 'lambda_future': 0.846649688353062}. Best is trial 5 with value: 0.0694039276689847.
  Trial 15 | Epoch  0 | val 0.1804
  Trial 15 | Epoch  1 | val 0.1453
  Trial 15 | Epoch  2 | val 0.1469
  Trial 15 | Epoch  3 | val 0.1256
  Trial 15 | Epoch  4 | val 0.1055
  Trial 15 | Epoch  5 | val 0.0968
  Trial 15 | Epoch  6 | val 0.0998
  Trial 15 | Epoch  7 | val 0.0927
  Trial 15 | Epoch  8 | val 0.0832
  Trial 15 | Epoch  9 | val 0.0853
  Trial 15 | Epoch 10 | val 0.0837
  Trial 15 | Epoch 11 | val 0.0826
  Trial 15 | Epoch 12 | val 0.0792
  Trial 15 | Epoch 13 | val 0.0815
  Trial 15 | Epoch 14 | val 0.0800
  Trial 15 | Epoch 15 | val 0.0789
  Trial 15 | Epoch 16 | val 0.0816
  Trial 15 | Epoch 17 | val 0.0753
  Trial 15 | Epoch 18 | val 0.0802
  Trial 15 | Epoch 19 | val 0.0714
  Trial 15 | Epoch 20 | val 0.0736
  Trial 15 | Epoch 21 | val 0.0750
  Trial 15 | Epoch 22 | val 0.0744
  Trial 15 | Epoch 23 | val 0.0754
  Trial 15 | Epoch 24 | val 0.0711
  Trial 15 | Epoch 25 | val 0.0717
  Trial 15 | Epoch 26 | val 0.0794
  Trial 15 | Epoch 27 | val 0.0719
  Trial 15 | Epoch 28 | val 0.0722
  Trial 15 | Epoch 29 | val 0.0727
[I 2026-09-04 14:16:59,085] Trial 15 finished with value: 0.07112830383842116 and parameters: {'lr': 0.0006093221544566631, 'batch_size': 32, 'lambda_future': 0.8511975798542958}. Best is trial 13 with value: 0.05396896067645345.
  Trial 19 | Epoch  0 | val 0.1687
  Trial 19 | Epoch  1 | val 0.1255
  Trial 19 | Epoch  2 | val 0.1246
  Trial 19 | Epoch  3 | val 0.1063
  Trial 19 | Epoch  4 | val 0.0940
  Trial 19 | Epoch  5 | val 0.0851
  Trial 19 | Epoch  6 | val 0.0825
  Trial 19 | Epoch  7 | val 0.0767
  Trial 19 | Epoch  8 | val 0.0758
  Trial 19 | Epoch  9 | val 0.0775
  Trial 19 | Epoch 10 | val 0.0785
  Trial 19 | Epoch 11 | val 0.0724
  Trial 19 | Epoch 12 | val 0.0713
  Trial 19 | Epoch 13 | val 0.0808
  Trial 19 | Epoch 14 | val 0.0696
  Trial 19 | Epoch 15 | val 0.0744
  Trial 19 | Epoch 16 | val 0.0708
  Trial 19 | Epoch 17 | val 0.0683
  Trial 19 | Epoch 18 | val 0.0694
  Trial 19 | Epoch 19 | val 0.0664
  Trial 19 | Epoch 20 | val 0.0638
  Trial 19 | Epoch 21 | val 0.0658
  Trial 19 | Epoch 22 | val 0.0661
  Trial 19 | Epoch 23 | val 0.0668
  Trial 19 | Epoch 24 | val 0.0672
  Trial 19 | Epoch 25 | val 0.0629
  Trial 19 | Epoch 26 | val 0.0638
  Trial 19 | Epoch 27 | val 0.0614
  Trial 19 | Epoch 28 | val 0.0630
  Trial 19 | Epoch 29 | val 0.0635
[I 2026-09-04 14:21:12,311] Trial 19 finished with value: 0.06141523806267043 and parameters: {'lr': 0.0005138622862476415, 'batch_size': 32, 'lambda_future': 0.5143327228562843}. Best is trial 17 with value: 0.05158310292511067.
  Trial 23 | Epoch  0 | val 0.1407
  Trial 23 | Epoch  1 | val 0.1186
  Trial 23 | Epoch  2 | val 0.1179
  Trial 23 | Epoch  3 | val 0.1024
  Trial 23 | Epoch  4 | val 0.0837
  Trial 23 | Epoch  5 | val 0.0752
  Trial 23 | Epoch  6 | val 0.0788
  Trial 23 | Epoch  7 | val 0.0872
  Trial 23 | Epoch  8 | val 0.0731
  Trial 23 | Epoch  9 | val 0.0763
  Trial 23 | Epoch 10 | val 0.0724
  Trial 23 | Epoch 11 | val 0.0696
  Trial 23 | Epoch 12 | val 0.0658
  Trial 23 | Epoch 13 | val 0.0697
  Trial 23 | Epoch 14 | val 0.0683
  Trial 23 | Epoch 15 | val 0.0692
  Trial 23 | Epoch 16 | val 0.0669
  Trial 23 | Epoch 17 | val 0.0726
  Trial 23 | Epoch 18 | val 0.0665
  Trial 23 | Epoch 19 | val 0.0668
  Trial 23 | Epoch 20 | val 0.0651
  Trial 23 | Epoch 21 | val 0.0653
  Trial 23 | Epoch 22 | val 0.0690
  Trial 23 | Epoch 23 | val 0.0651
  Trial 23 | Epoch 24 | val 0.0661
  Trial 23 | Epoch 25 | val 0.0665
  Trial 23 | Epoch 26 | val 0.0640
  Trial 23 | Epoch 27 | val 0.0635
  Trial 23 | Epoch 28 | val 0.0634
  Trial 23 | Epoch 29 | val 0.0721
[I 2026-09-04 14:25:26,021] Trial 23 finished with value: 0.0633696353257592 and parameters: {'lr': 0.0010032969600266258, 'batch_size': 32, 'lambda_future': 0.5641271707047402}. Best is trial 17 with value: 0.05158310292511067.
  Trial 27 | Epoch  0 | val 0.1434
  Trial 27 | Epoch  1 | val 0.1183
  Trial 27 | Epoch  2 | val 0.1136
  Trial 27 | Epoch  3 | val 0.1034
  Trial 27 | Epoch  4 | val 0.0983
  Trial 27 | Epoch  5 | val 0.0955
[I 2026-09-04 14:26:16,092] Trial 27 pruned. 
  Trial 29 | Epoch  0 | val 0.1100
  Trial 29 | Epoch  1 | val 0.0853
  Trial 29 | Epoch  2 | val 0.0724
  Trial 29 | Epoch  3 | val 0.0696
  Trial 29 | Epoch  4 | val 0.0683
  Trial 29 | Epoch  5 | val 0.0712
  Trial 29 | Epoch  6 | val 0.0672
  Trial 29 | Epoch  7 | val 0.0632
  Trial 29 | Epoch  8 | val 0.0606
  Trial 29 | Epoch  9 | val 0.0586
  Trial 29 | Epoch 10 | val 0.0606
  Trial 29 | Epoch 11 | val 0.0550
  Trial 29 | Epoch 12 | val 0.0556
  Trial 29 | Epoch 13 | val 0.0545
  Trial 29 | Epoch 14 | val 0.0577
  Trial 29 | Epoch 15 | val 0.0536
  Trial 29 | Epoch 16 | val 0.0602
  Trial 29 | Epoch 17 | val 0.0548
  Trial 29 | Epoch 18 | val 0.0538
  Trial 29 | Epoch 19 | val 0.0552
  Trial 29 | Epoch 20 | val 0.0548
  Trial 29 | Epoch 21 | val 0.0526
  Trial 29 | Epoch 22 | val 0.0522
  Trial 29 | Epoch 23 | val 0.0559
  Trial 29 | Epoch 24 | val 0.0505
  Trial 29 | Epoch 25 | val 0.0530
  Trial 29 | Epoch 26 | val 0.0541
  Trial 29 | Epoch 27 | val 0.0537
  Trial 29 | Epoch 28 | val 0.0517
  Trial 29 | Epoch 29 | val 0.0516
[I 2026-09-04 14:30:42,113] Trial 29 finished with value: 0.05051720066607666 and parameters: {'lr': 0.0008773287964485803, 'batch_size': 32, 'lambda_future': 0.11073819998560405}. Best is trial 29 with value: 0.05051720066607666.
  Trial 31 | Epoch  0 | val 0.2604
  Trial 31 | Epoch  1 | val 0.1958
  Trial 31 | Epoch  2 | val 0.1714
  Trial 31 | Epoch  3 | val 0.1724
  Trial 31 | Epoch  4 | val 0.1488
  Trial 31 | Epoch  5 | val 0.1421
[I 2026-09-04 14:30:56,355] Trial 31 pruned. 

--- Fase 2, architettura #2: gru=512, mlp=256 ---

[I 2026-09-04 14:30:56,356] Using an existing study with name 'fish_inverse_phase2_arch2' instead of creating a new one.
  Trial 2 | Epoch  0 | val 0.3185
  Trial 2 | Epoch  1 | val 0.2220
  Trial 2 | Epoch  2 | val 0.2105
  Trial 2 | Epoch  3 | val 0.2002
  Trial 2 | Epoch  4 | val 0.1888
  Trial 2 | Epoch  5 | val 0.1759
  Trial 2 | Epoch  6 | val 0.1773
  Trial 2 | Epoch  7 | val 0.1500
  Trial 2 | Epoch  8 | val 0.1484
  Trial 2 | Epoch  9 | val 0.1609
  Trial 2 | Epoch 10 | val 0.1480
  Trial 2 | Epoch 11 | val 0.1414
  Trial 2 | Epoch 12 | val 0.1310
  Trial 2 | Epoch 13 | val 0.1299
  Trial 2 | Epoch 14 | val 0.1306
  Trial 2 | Epoch 15 | val 0.1255
  Trial 2 | Epoch 16 | val 0.1270
  Trial 2 | Epoch 17 | val 0.1163
  Trial 2 | Epoch 18 | val 0.1111
  Trial 2 | Epoch 19 | val 0.1179
  Trial 2 | Epoch 20 | val 0.1109
  Trial 2 | Epoch 21 | val 0.1133
  Trial 2 | Epoch 22 | val 0.1068
  Trial 2 | Epoch 23 | val 0.1117
  Trial 2 | Epoch 24 | val 0.1099
  Trial 2 | Epoch 25 | val 0.1070
  Trial 2 | Epoch 26 | val 0.1047
  Trial 2 | Epoch 27 | val 0.1038
  Trial 2 | Epoch 28 | val 0.1023
  Trial 2 | Epoch 29 | val 0.1018
[I 2026-09-04 14:35:45,368] Trial 2 finished with value: 0.10176325531036996 and parameters: {'lr': 0.00010144307291165512, 'batch_size': 32, 'lambda_future': 1.3838465208562132}. Best is trial 3 with value: 0.07501122048263674.
  Trial 7 | Epoch  0 | val 0.2385
  Trial 7 | Epoch  1 | val 0.2039
  Trial 7 | Epoch  2 | val 0.1649
  Trial 7 | Epoch  3 | val 0.1363
  Trial 7 | Epoch  4 | val 0.1307
  Trial 7 | Epoch  5 | val 0.1065
  Trial 7 | Epoch  6 | val 0.1171
  Trial 7 | Epoch  7 | val 0.1113
  Trial 7 | Epoch  8 | val 0.1122
  Trial 7 | Epoch  9 | val 0.1146
  Trial 7 | Epoch 10 | val 0.1096
[I 2026-09-04 14:36:29,104] Trial 7 pruned. 
  Trial 11 | Epoch  0 | val 0.2828
  Trial 11 | Epoch  1 | val 0.2154
  Trial 11 | Epoch  2 | val 0.2038
  Trial 11 | Epoch  3 | val 0.1774
  Trial 11 | Epoch  4 | val 0.1647
  Trial 11 | Epoch  5 | val 0.1568
[I 2026-09-04 14:36:58,610] Trial 11 pruned. 
  Trial 14 | Epoch  0 | val 0.0921
  Trial 14 | Epoch  1 | val 0.0786
  Trial 14 | Epoch  2 | val 0.0717
  Trial 14 | Epoch  3 | val 0.0699
  Trial 14 | Epoch  4 | val 0.0670
  Trial 14 | Epoch  5 | val 0.0650
  Trial 14 | Epoch  6 | val 0.0648
  Trial 14 | Epoch  7 | val 0.0672
  Trial 14 | Epoch  8 | val 0.0690
  Trial 14 | Epoch  9 | val 0.0632
  Trial 14 | Epoch 10 | val 0.0635
  Trial 14 | Epoch 11 | val 0.0606
  Trial 14 | Epoch 12 | val 0.0651
  Trial 14 | Epoch 13 | val 0.0622
  Trial 14 | Epoch 14 | val 0.0655
  Trial 14 | Epoch 15 | val 0.0616
