Device: cuda | threads: 4
=== FASE 3 | 13 trial (questo worker) | 50 epoche ===

Caricamento dataset...
Trovati 34 trial.
  [trial_20260519_151133.csv] attenzione: calibrazione a riposo su 37 campioni (< 50)
Dataset grezzo: 34 trial letti. Scaler e finestre verranno costruiti in split_by_trial() (fit solo sul training set).
Best arch (fase 1/2):   gru_hidden=256, mlp_hidden=256
Best training (fase 2): lr=8.77e-04, batch_size=32, lambda_future=0.111 (val 0.0505)

[I 2026-09-06 11:08:11,641] A new study created in RDB with name: fish_inverse_phase3
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_inverse.pkl (nessun refit).
Dataset: 27324 campioni da 34 trial. seq feature/timestep = 2
  Trial 0 | Epoch  0 | val 0.1415
  Trial 0 | Epoch  1 | val 0.1260
  Trial 0 | Epoch  2 | val 0.1242
  Trial 0 | Epoch  3 | val 0.1096
  Trial 0 | Epoch  4 | val 0.0968
  Trial 0 | Epoch  5 | val 0.0894
  Trial 0 | Epoch  6 | val 0.0913
  Trial 0 | Epoch  7 | val 0.0875
  Trial 0 | Epoch  8 | val 0.0841
  Trial 0 | Epoch  9 | val 0.0780
  Trial 0 | Epoch 10 | val 0.0759
  Trial 0 | Epoch 11 | val 0.0741
  Trial 0 | Epoch 12 | val 0.0739
  Trial 0 | Epoch 13 | val 0.0730
  Trial 0 | Epoch 14 | val 0.0707
  Trial 0 | Epoch 15 | val 0.0693
  Trial 0 | Epoch 16 | val 0.0667
  Trial 0 | Epoch 17 | val 0.0727
  Trial 0 | Epoch 18 | val 0.0677
  Trial 0 | Epoch 19 | val 0.0727
  Trial 0 | Epoch 20 | val 0.0660
  Trial 0 | Epoch 21 | val 0.0672
  Trial 0 | Epoch 22 | val 0.0667
  Trial 0 | Epoch 23 | val 0.0647
  Trial 0 | Epoch 24 | val 0.0654
  Trial 0 | Epoch 25 | val 0.0664
  Trial 0 | Epoch 26 | val 0.0643
  Trial 0 | Epoch 27 | val 0.0610
  Trial 0 | Epoch 28 | val 0.0646
  Trial 0 | Epoch 29 | val 0.0620
  Trial 0 | Epoch 30 | val 0.0617
  Trial 0 | Epoch 31 | val 0.0609
  Trial 0 | Epoch 32 | val 0.0614
  Trial 0 | Epoch 33 | val 0.0650
  Trial 0 | Epoch 34 | val 0.0634
  Trial 0 | Epoch 35 | val 0.0640
  Trial 0 | Epoch 36 | val 0.0591
  Trial 0 | Epoch 37 | val 0.0603
  Trial 0 | Epoch 38 | val 0.0610
  Trial 0 | Epoch 39 | val 0.0600
  Trial 0 | Epoch 40 | val 0.0610
  Trial 0 | Epoch 41 | val 0.0597
  Trial 0 | Epoch 42 | val 0.0598
  Trial 0 | Epoch 43 | val 0.0587
  Trial 0 | Epoch 44 | val 0.0579
  Trial 0 | Epoch 45 | val 0.0594
  Trial 0 | Epoch 46 | val 0.0590
  Trial 0 | Epoch 47 | val 0.0590
  Trial 0 | Epoch 48 | val 0.0590
  Trial 0 | Epoch 49 | val 0.0581
[I 2026-09-06 11:16:39,769] Trial 0 finished with value: 0.05789583856795928 and parameters: {'gru_hidden': 512, 'mlp_hidden': 128, 'lr': 0.00020144158799996695, 'batch_size': 32, 'lambda_future': 0.31540039809246306}. Best is trial 0 with value: 0.05789583856795928.
  Trial 6 | Epoch  0 | val 0.1781
  Trial 6 | Epoch  1 | val 0.1432
  Trial 6 | Epoch  2 | val 0.1317
  Trial 6 | Epoch  3 | val 0.1203
  Trial 6 | Epoch  4 | val 0.1219
  Trial 6 | Epoch  5 | val 0.1046
  Trial 6 | Epoch  6 | val 0.0938
  Trial 6 | Epoch  7 | val 0.0889
  Trial 6 | Epoch  8 | val 0.0893
[I 2026-09-06 11:17:23,467] Trial 6 pruned. 
  Trial 11 | Epoch  0 | val 0.1281
  Trial 11 | Epoch  1 | val 0.0971
  Trial 11 | Epoch  2 | val 0.0887
  Trial 11 | Epoch  3 | val 0.0786
  Trial 11 | Epoch  4 | val 0.0709
  Trial 11 | Epoch  5 | val 0.0733
  Trial 11 | Epoch  6 | val 0.0721
  Trial 11 | Epoch  7 | val 0.0674
  Trial 11 | Epoch  8 | val 0.0646
  Trial 11 | Epoch  9 | val 0.0611
  Trial 11 | Epoch 10 | val 0.0585
  Trial 11 | Epoch 11 | val 0.0599
  Trial 11 | Epoch 12 | val 0.0597
  Trial 11 | Epoch 13 | val 0.0577
  Trial 11 | Epoch 14 | val 0.0587
  Trial 11 | Epoch 15 | val 0.0571
  Trial 11 | Epoch 16 | val 0.0591
  Trial 11 | Epoch 17 | val 0.0574
  Trial 11 | Epoch 18 | val 0.0556
  Trial 11 | Epoch 19 | val 0.0565
  Trial 11 | Epoch 20 | val 0.0548
  Trial 11 | Epoch 21 | val 0.0536
  Trial 11 | Epoch 22 | val 0.0540
  Trial 11 | Epoch 23 | val 0.0540
  Trial 11 | Epoch 24 | val 0.0584
  Trial 11 | Epoch 25 | val 0.0540
  Trial 11 | Epoch 26 | val 0.0552
  Trial 11 | Epoch 27 | val 0.0552
  Trial 11 | Epoch 28 | val 0.0527
  Trial 11 | Epoch 29 | val 0.0561
  Trial 11 | Epoch 30 | val 0.0538
  Trial 11 | Epoch 31 | val 0.0539
  Trial 11 | Epoch 32 | val 0.0531
  Trial 11 | Epoch 33 | val 0.0565
  Trial 11 | Epoch 34 | val 0.0550
  Trial 11 | Epoch 35 | val 0.0532
  Trial 11 | Epoch 36 | val 0.0555
  Trial 11 | Epoch 37 | val 0.0577
  Trial 11 | Epoch 38 | val 0.0592
  Trial 11 | Epoch 39 | val 0.0567
  Trial 11 | Epoch 40 | val 0.0561
  Trial 11 | Epoch 41 | val 0.0538
  Trial 11 | Epoch 42 | val 0.0534
  Trial 11 | Epoch 43 | val 0.0549
  Trial 11 | Epoch 44 | val 0.0524
  Trial 11 | Epoch 45 | val 0.0544
  Trial 11 | Epoch 46 | val 0.0551
  Trial 11 | Epoch 47 | val 0.0545
  Trial 11 | Epoch 48 | val 0.0551
  Trial 11 | Epoch 49 | val 0.0560
[I 2026-09-06 11:19:27,982] Trial 11 finished with value: 0.052435014091098485 and parameters: {'gru_hidden': 512, 'mlp_hidden': 128, 'lr': 0.0012294557959071036, 'batch_size': 128, 'lambda_future': 0.07666622638258754}. Best is trial 11 with value: 0.052435014091098485.
  Trial 14 | Epoch  0 | val 0.1167
  Trial 14 | Epoch  1 | val 0.0861
  Trial 14 | Epoch  2 | val 0.0794
  Trial 14 | Epoch  3 | val 0.0761
  Trial 14 | Epoch  4 | val 0.0749
  Trial 14 | Epoch  5 | val 0.0652
  Trial 14 | Epoch  6 | val 0.0717
  Trial 14 | Epoch  7 | val 0.0590
  Trial 14 | Epoch  8 | val 0.0620
  Trial 14 | Epoch  9 | val 0.0594
  Trial 14 | Epoch 10 | val 0.0573
  Trial 14 | Epoch 11 | val 0.0621
  Trial 14 | Epoch 12 | val 0.0586
  Trial 14 | Epoch 13 | val 0.0566
  Trial 14 | Epoch 14 | val 0.0554
  Trial 14 | Epoch 15 | val 0.0543
  Trial 14 | Epoch 16 | val 0.0591
  Trial 14 | Epoch 17 | val 0.0562
  Trial 14 | Epoch 18 | val 0.0571
  Trial 14 | Epoch 19 | val 0.0538
  Trial 14 | Epoch 20 | val 0.0569
  Trial 14 | Epoch 21 | val 0.0565
  Trial 14 | Epoch 22 | val 0.0529
  Trial 14 | Epoch 23 | val 0.0539
  Trial 14 | Epoch 24 | val 0.0557
  Trial 14 | Epoch 25 | val 0.0551
  Trial 14 | Epoch 26 | val 0.0527
  Trial 14 | Epoch 27 | val 0.0556
  Trial 14 | Epoch 28 | val 0.0536
  Trial 14 | Epoch 29 | val 0.0528
  Trial 14 | Epoch 30 | val 0.0520
  Trial 14 | Epoch 31 | val 0.0543
  Trial 14 | Epoch 32 | val 0.0529
  Trial 14 | Epoch 33 | val 0.0530
  Trial 14 | Epoch 34 | val 0.0539
  Trial 14 | Epoch 35 | val 0.0514
  Trial 14 | Epoch 36 | val 0.0521
  Trial 14 | Epoch 37 | val 0.0528
  Trial 14 | Epoch 38 | val 0.0553
  Trial 14 | Epoch 39 | val 0.0534
  Trial 14 | Epoch 40 | val 0.0534
  Trial 14 | Epoch 41 | val 0.0547
  Trial 14 | Epoch 42 | val 0.0540
  Trial 14 | Epoch 43 | val 0.0529
  Trial 14 | Epoch 44 | val 0.0559
  Trial 14 | Epoch 45 | val 0.0519
  Trial 14 | Epoch 46 | val 0.0524
  Trial 14 | Epoch 47 | val 0.0535
  Trial 14 | Epoch 48 | val 0.0562
  Trial 14 | Epoch 49 | val 0.0544
[I 2026-09-06 11:21:14,348] Trial 14 finished with value: 0.051409228551966044 and parameters: {'gru_hidden': 128, 'mlp_hidden': 256, 'lr': 0.004334884867283331, 'batch_size': 128, 'lambda_future': 0.08945419616716652}. Best is trial 13 with value: 0.051115065757463225.
  Trial 17 | Epoch  0 | val 0.1290
  Trial 17 | Epoch  1 | val 0.0989
  Trial 17 | Epoch  2 | val 0.0820
  Trial 17 | Epoch  3 | val 0.0792
  Trial 17 | Epoch  4 | val 0.0795
  Trial 17 | Epoch  5 | val 0.0757
  Trial 17 | Epoch  6 | val 0.0682
  Trial 17 | Epoch  7 | val 0.0631
  Trial 17 | Epoch  8 | val 0.0642
  Trial 17 | Epoch  9 | val 0.0631
  Trial 17 | Epoch 10 | val 0.0629
  Trial 17 | Epoch 11 | val 0.0593
  Trial 17 | Epoch 12 | val 0.0628
  Trial 17 | Epoch 13 | val 0.0594
  Trial 17 | Epoch 14 | val 0.0627
  Trial 17 | Epoch 15 | val 0.0567
  Trial 17 | Epoch 16 | val 0.0586
  Trial 17 | Epoch 17 | val 0.0575
  Trial 17 | Epoch 18 | val 0.0590
  Trial 17 | Epoch 19 | val 0.0564
  Trial 17 | Epoch 20 | val 0.0572
  Trial 17 | Epoch 21 | val 0.0569
  Trial 17 | Epoch 22 | val 0.0526
  Trial 17 | Epoch 23 | val 0.0562
  Trial 17 | Epoch 24 | val 0.0572
  Trial 17 | Epoch 25 | val 0.0571
  Trial 17 | Epoch 26 | val 0.0588
  Trial 17 | Epoch 27 | val 0.0543
  Trial 17 | Epoch 28 | val 0.0576
  Trial 17 | Epoch 29 | val 0.0563
  Trial 17 | Epoch 30 | val 0.0567
  Trial 17 | Epoch 31 | val 0.0577
  Trial 17 | Epoch 32 | val 0.0562
  Trial 17 | Epoch 33 | val 0.0562
  Trial 17 | Epoch 34 | val 0.0549
  Trial 17 | Epoch 35 | val 0.0540
  Trial 17 | Epoch 36 | val 0.0545
  Trial 17 | Epoch 37 | val 0.0536
  Trial 17 | Epoch 38 | val 0.0542
  Trial 17 | Epoch 39 | val 0.0596
  Trial 17 | Epoch 40 | val 0.0548
  Trial 17 | Epoch 41 | val 0.0560
  Trial 17 | Epoch 42 | val 0.0569
  Trial 17 | Epoch 43 | val 0.0556
  Trial 17 | Epoch 44 | val 0.0546
  Trial 17 | Epoch 45 | val 0.0554
  Trial 17 | Epoch 46 | val 0.0538
  Trial 17 | Epoch 47 | val 0.0560
  Trial 17 | Epoch 48 | val 0.0546
  Trial 17 | Epoch 49 | val 0.0526
[I 2026-09-06 11:23:09,639] Trial 17 finished with value: 0.0525725032967418 and parameters: {'gru_hidden': 128, 'mlp_hidden': 256, 'lr': 0.003657257727928621, 'batch_size': 128, 'lambda_future': 0.17500817112497763}. Best is trial 16 with value: 0.05091632963783706.
  Trial 20 | Epoch  0 | val 0.1115
  Trial 20 | Epoch  1 | val 0.0938
  Trial 20 | Epoch  2 | val 0.0785
  Trial 20 | Epoch  3 | val 0.0771
  Trial 20 | Epoch  4 | val 0.0697
  Trial 20 | Epoch  5 | val 0.0690
  Trial 20 | Epoch  6 | val 0.0645
  Trial 20 | Epoch  7 | val 0.0672
  Trial 20 | Epoch  8 | val 0.0617
  Trial 20 | Epoch  9 | val 0.0616
  Trial 20 | Epoch 10 | val 0.0623
  Trial 20 | Epoch 11 | val 0.0594
  Trial 20 | Epoch 12 | val 0.0663
  Trial 20 | Epoch 13 | val 0.0612
  Trial 20 | Epoch 14 | val 0.0628
  Trial 20 | Epoch 15 | val 0.0567
  Trial 20 | Epoch 16 | val 0.0588
  Trial 20 | Epoch 17 | val 0.0592
  Trial 20 | Epoch 18 | val 0.0615
  Trial 20 | Epoch 19 | val 0.0582
  Trial 20 | Epoch 20 | val 0.0621
  Trial 20 | Epoch 21 | val 0.0593
  Trial 20 | Epoch 22 | val 0.0580
  Trial 20 | Epoch 23 | val 0.0573
  Trial 20 | Epoch 24 | val 0.0633
  Trial 20 | Epoch 25 | val 0.0567
  Trial 20 | Epoch 26 | val 0.0589
  Trial 20 | Epoch 27 | val 0.0592
[I 2026-09-06 11:25:12,617] Trial 20 pruned. 
  Trial 24 | Epoch  0 | val 0.1092
  Trial 24 | Epoch  1 | val 0.0884
  Trial 24 | Epoch  2 | val 0.0764
  Trial 24 | Epoch  3 | val 0.0699
  Trial 24 | Epoch  4 | val 0.0719
  Trial 24 | Epoch  5 | val 0.0717
  Trial 24 | Epoch  6 | val 0.0651
  Trial 24 | Epoch  7 | val 0.0626
  Trial 24 | Epoch  8 | val 0.0618
  Trial 24 | Epoch  9 | val 0.0608
  Trial 24 | Epoch 10 | val 0.0576
  Trial 24 | Epoch 11 | val 0.0594
  Trial 24 | Epoch 12 | val 0.0583
  Trial 24 | Epoch 13 | val 0.0569
  Trial 24 | Epoch 14 | val 0.0531
  Trial 24 | Epoch 15 | val 0.0538
  Trial 24 | Epoch 16 | val 0.0543
  Trial 24 | Epoch 17 | val 0.0583
  Trial 24 | Epoch 18 | val 0.0559
  Trial 24 | Epoch 19 | val 0.0535
  Trial 24 | Epoch 20 | val 0.0550
  Trial 24 | Epoch 21 | val 0.0529
  Trial 24 | Epoch 22 | val 0.0559
  Trial 24 | Epoch 23 | val 0.0559
  Trial 24 | Epoch 24 | val 0.0510
  Trial 24 | Epoch 25 | val 0.0505
  Trial 24 | Epoch 26 | val 0.0511
  Trial 24 | Epoch 27 | val 0.0523
  Trial 24 | Epoch 28 | val 0.0523
  Trial 24 | Epoch 29 | val 0.0551
  Trial 24 | Epoch 30 | val 0.0501
  Trial 24 | Epoch 31 | val 0.0527
  Trial 24 | Epoch 32 | val 0.0525
  Trial 24 | Epoch 33 | val 0.0533
  Trial 24 | Epoch 34 | val 0.0543
  Trial 24 | Epoch 35 | val 0.0512
  Trial 24 | Epoch 36 | val 0.0556
  Trial 24 | Epoch 37 | val 0.0505
  Trial 24 | Epoch 38 | val 0.0512
  Trial 24 | Epoch 39 | val 0.0521
  Trial 24 | Epoch 40 | val 0.0528
  Trial 24 | Epoch 41 | val 0.0544
  Trial 24 | Epoch 42 | val 0.0541
  Trial 24 | Epoch 43 | val 0.0510
  Trial 24 | Epoch 44 | val 0.0507
  Trial 24 | Epoch 45 | val 0.0510
  Trial 24 | Epoch 46 | val 0.0510
  Trial 24 | Epoch 47 | val 0.0532
  Trial 24 | Epoch 48 | val 0.0514
  Trial 24 | Epoch 49 | val 0.0506
[I 2026-09-06 11:27:03,062] Trial 24 finished with value: 0.05013745077955189 and parameters: {'gru_hidden': 128, 'mlp_hidden': 256, 'lr': 0.002982039186877502, 'batch_size': 128, 'lambda_future': 0.05523484831787895}. Best is trial 24 with value: 0.05013745077955189.
  Trial 28 | Epoch  0 | val 0.1234
  Trial 28 | Epoch  1 | val 0.1066
  Trial 28 | Epoch  2 | val 0.0887
  Trial 28 | Epoch  3 | val 0.0863
  Trial 28 | Epoch  4 | val 0.0771
  Trial 28 | Epoch  5 | val 0.0731
  Trial 28 | Epoch  6 | val 0.0686
  Trial 28 | Epoch  7 | val 0.0645
  Trial 28 | Epoch  8 | val 0.0646
  Trial 28 | Epoch  9 | val 0.0639
[I 2026-09-06 11:27:25,516] Trial 28 pruned. 
  Trial 30 | Epoch  0 | val 0.1092
  Trial 30 | Epoch  1 | val 0.0917
  Trial 30 | Epoch  2 | val 0.0828
  Trial 30 | Epoch  3 | val 0.0684
  Trial 30 | Epoch  4 | val 0.0674
  Trial 30 | Epoch  5 | val 0.0632
  Trial 30 | Epoch  6 | val 0.0629
  Trial 30 | Epoch  7 | val 0.0611
  Trial 30 | Epoch  8 | val 0.0611
  Trial 30 | Epoch  9 | val 0.0595
  Trial 30 | Epoch 10 | val 0.0594
  Trial 30 | Epoch 11 | val 0.0564
  Trial 30 | Epoch 12 | val 0.0580
  Trial 30 | Epoch 13 | val 0.0550
  Trial 30 | Epoch 14 | val 0.0561
  Trial 30 | Epoch 15 | val 0.0564
  Trial 30 | Epoch 16 | val 0.0592
  Trial 30 | Epoch 17 | val 0.0567
  Trial 30 | Epoch 18 | val 0.0576
  Trial 30 | Epoch 19 | val 0.0554
  Trial 30 | Epoch 20 | val 0.0554
  Trial 30 | Epoch 21 | val 0.0538
  Trial 30 | Epoch 22 | val 0.0582
  Trial 30 | Epoch 23 | val 0.0569
  Trial 30 | Epoch 24 | val 0.0573
  Trial 30 | Epoch 25 | val 0.0548
  Trial 30 | Epoch 26 | val 0.0547
  Trial 30 | Epoch 27 | val 0.0563
  Trial 30 | Epoch 28 | val 0.0561
  Trial 30 | Epoch 29 | val 0.0573
  Trial 30 | Epoch 30 | val 0.0558
  Trial 30 | Epoch 31 | val 0.0566
  Trial 30 | Epoch 32 | val 0.0573
  Trial 30 | Epoch 33 | val 0.0531
  Trial 30 | Epoch 34 | val 0.0552
  Trial 30 | Epoch 35 | val 0.0575
  Trial 30 | Epoch 36 | val 0.0534
