Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:51:42,353] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.3593 (IM@1 0.1063 FM@1 0.2530) | val 0.1414 (IM@1 0.0256 FM@1 0.1158) sup 0.3593/0.1414 roll 1.1007/0.5231 (λ=0.00) | lr 3.49e-04
Epoch   1 | train 0.2061 (IM@1 0.0292 FM@1 0.1243) | val 0.1490 (IM@1 0.0202 FM@1 0.0931) sup 0.1535/0.1133 roll 0.5262/0.3567 (λ=0.10) | lr 3.49e-04
Epoch   2 | train 0.2210 (IM@1 0.0274 FM@1 0.1074) | val 0.1706 (IM@1 0.0200 FM@1 0.0845) sup 0.1349/0.1045 roll 0.4304/0.3306 (λ=0.20) | lr 3.49e-04
Epoch   3 | train 0.2445 (IM@1 0.0268 FM@1 0.0985) | val 0.1992 (IM@1 0.0200 FM@1 0.0807) sup 0.1253/0.1008 roll 0.3974/0.3281 (λ=0.30) | lr 3.49e-04
Epoch   4 | train 0.2702 (IM@1 0.0265 FM@1 0.0940) | val 0.2327 (IM@1 0.0214 FM@1 0.0789) sup 0.1206/0.1003 roll 0.3741/0.3310 (λ=0.40) | lr 3.49e-04
Epoch   5 | train 0.2985 (IM@1 0.0268 FM@1 0.0910) | val 0.2691 (IM@1 0.0221 FM@1 0.0776) sup 0.1178/0.0997 roll 0.3616/0.3388 (λ=0.50) | lr 3.49e-04
Epoch   6 | train 0.3238 (IM@1 0.0269 FM@1 0.0874) | val 0.2875 (IM@1 0.0233 FM@1 0.0730) sup 0.1143/0.0963 roll 0.3491/0.3186 (λ=0.60) | lr 3.49e-04
Epoch   7 | train 0.3491 (IM@1 0.0268 FM@1 0.0843) | val 0.3065 (IM@1 0.0223 FM@1 0.0686) sup 0.1111/0.0909 roll 0.3400/0.3081 (λ=0.70) | lr 3.49e-04
Epoch   8 | train 0.3777 (IM@1 0.0268 FM@1 0.0829) | val 0.3374 (IM@1 0.0242 FM@1 0.0657) sup 0.1097/0.0899 roll 0.3350/0.3094 (λ=0.80) | lr 3.49e-04
Epoch   9 | train 0.4028 (IM@1 0.0273 FM@1 0.0810) | val 0.3729 (IM@1 0.0233 FM@1 0.0663) sup 0.1084/0.0896 roll 0.3271/0.3148 (λ=0.90) | lr 3.49e-04
Epoch  10 | train 0.4286 (IM@1 0.0270 FM@1 0.0796) | val 0.3906 (IM@1 0.0234 FM@1 0.0665) sup 0.1067/0.0899 roll 0.3220/0.3007 (λ=1.00) | lr 3.49e-04
