Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:52:25,177] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.5833 (IM@1 0.3105 FM@1 0.2728) | val 0.1797 (IM@1 0.0460 FM@1 0.1336) sup 0.5833/0.1797 roll 1.3564/0.6428 (λ=0.00) | lr 1.03e-03
Epoch   1 | train 0.2840 (IM@1 0.0763 FM@1 0.1300) | val 0.1910 (IM@1 0.0341 FM@1 0.1080) sup 0.2063/0.1420 roll 0.7770/0.4897 (λ=0.10) | lr 1.03e-03
Epoch   2 | train 0.2959 (IM@1 0.0670 FM@1 0.1090) | val 0.2117 (IM@1 0.0322 FM@1 0.0987) sup 0.1760/0.1309 roll 0.5994/0.4041 (λ=0.20) | lr 1.03e-03
Epoch   3 | train 0.3212 (IM@1 0.0650 FM@1 0.0998) | val 0.2525 (IM@1 0.0307 FM@1 0.0935) sup 0.1649/0.1241 roll 0.5210/0.4279 (λ=0.30) | lr 1.03e-03
Epoch   4 | train 0.3506 (IM@1 0.0633 FM@1 0.0962) | val 0.2611 (IM@1 0.0296 FM@1 0.0880) sup 0.1595/0.1176 roll 0.4776/0.3589 (λ=0.40) | lr 1.03e-03
Epoch   5 | train 0.3761 (IM@1 0.0639 FM@1 0.0924) | val 0.2965 (IM@1 0.0327 FM@1 0.0837) sup 0.1563/0.1164 roll 0.4396/0.3603 (λ=0.50) | lr 1.03e-03
Epoch   6 | train 0.4028 (IM@1 0.0623 FM@1 0.0901) | val 0.3142 (IM@1 0.0333 FM@1 0.0795) sup 0.1524/0.1128 roll 0.4173/0.3356 (λ=0.60) | lr 1.03e-03
Epoch   7 | train 0.4316 (IM@1 0.0630 FM@1 0.0885) | val 0.3448 (IM@1 0.0340 FM@1 0.0795) sup 0.1514/0.1134 roll 0.4002/0.3305 (λ=0.70) | lr 1.03e-03
Epoch   8 | train 0.4571 (IM@1 0.0626 FM@1 0.0861) | val 0.3822 (IM@1 0.0332 FM@1 0.0804) sup 0.1487/0.1136 roll 0.3855/0.3357 (λ=0.80) | lr 1.03e-03
Epoch   9 | train 0.4916 (IM@1 0.0621 FM@1 0.0877) | val 0.4211 (IM@1 0.0346 FM@1 0.0853) sup 0.1499/0.1199 roll 0.3797/0.3347 (λ=0.90) | lr 1.03e-03
Epoch  10 | train 0.5204 (IM@1 0.0619 FM@1 0.0863) | val 0.4468 (IM@1 0.0337 FM@1 0.0798) sup 0.1482/0.1135 roll 0.3722/0.3333 (λ=1.00) | lr 1.03e-03
Epoch  11 | train 0.5030 (IM@1 0.0617 FM@1 0.0833) | val 0.4256 (IM@1 0.0323 FM@1 0.0774) sup 0.1449/0.1097 roll 0.3580/0.3160 (λ=1.00) | lr 1.03e-03
Epoch  12 | train 0.4949 (IM@1 0.0604 FM@1 0.0820) | val 0.4219 (IM@1 0.0310 FM@1 0.0782) sup 0.1423/0.1092 roll 0.3525/0.3127 (λ=1.00) | lr 1.03e-03
Epoch  13 | train 0.4832 (IM@1 0.0600 FM@1 0.0798) | val 0.4185 (IM@1 0.0313 FM@1 0.0764) sup 0.1398/0.1077 roll 0.3435/0.3108 (λ=1.00) | lr 1.03e-03
Epoch  14 | train 0.4788 (IM@1 0.0595 FM@1 0.0790) | val 0.4243 (IM@1 0.0324 FM@1 0.0766) sup 0.1385/0.1090 roll 0.3403/0.3153 (λ=1.00) | lr 1.03e-03
