Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:52:30,802] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.6246 (IM@1 0.2170 FM@1 0.4077) | val 0.2411 (IM@1 0.0424 FM@1 0.1987) sup 0.6246/0.2411 roll 1.5308/0.7904 (λ=0.00) | lr 2.82e-04
Epoch   1 | train 0.3433 (IM@1 0.0607 FM@1 0.1951) | val 0.2239 (IM@1 0.0348 FM@1 0.1351) sup 0.2559/0.1698 roll 0.8745/0.5406 (λ=0.10) | lr 2.82e-04
Epoch   2 | train 0.3426 (IM@1 0.0525 FM@1 0.1569) | val 0.2406 (IM@1 0.0323 FM@1 0.1110) sup 0.2094/0.1434 roll 0.6663/0.4863 (λ=0.20) | lr 2.82e-04
Epoch   3 | train 0.3528 (IM@1 0.0492 FM@1 0.1373) | val 0.2733 (IM@1 0.0327 FM@1 0.1067) sup 0.1866/0.1394 roll 0.5540/0.4462 (λ=0.30) | lr 2.82e-04
Epoch   4 | train 0.3707 (IM@1 0.0474 FM@1 0.1260) | val 0.2824 (IM@1 0.0286 FM@1 0.0987) sup 0.1734/0.1274 roll 0.4932/0.3875 (λ=0.40) | lr 2.82e-04
Epoch   5 | train 0.3914 (IM@1 0.0466 FM@1 0.1194) | val 0.3074 (IM@1 0.0313 FM@1 0.0922) sup 0.1660/0.1235 roll 0.4507/0.3679 (λ=0.50) | lr 2.82e-04
Epoch   6 | train 0.4116 (IM@1 0.0473 FM@1 0.1109) | val 0.3271 (IM@1 0.0289 FM@1 0.0868) sup 0.1582/0.1157 roll 0.4223/0.3523 (λ=0.60) | lr 2.82e-04
Epoch   7 | train 0.4362 (IM@1 0.0465 FM@1 0.1074) | val 0.3629 (IM@1 0.0328 FM@1 0.0848) sup 0.1539/0.1177 roll 0.4034/0.3503 (λ=0.70) | lr 2.82e-04
Epoch   8 | train 0.4605 (IM@1 0.0469 FM@1 0.1033) | val 0.4036 (IM@1 0.0318 FM@1 0.0844) sup 0.1502/0.1163 roll 0.3879/0.3592 (λ=0.80) | lr 2.82e-04
Epoch   9 | train 0.4861 (IM@1 0.0458 FM@1 0.1008) | val 0.4100 (IM@1 0.0310 FM@1 0.0807) sup 0.1466/0.1117 roll 0.3772/0.3315 (λ=0.90) | lr 2.82e-04
Epoch  10 | train 0.5096 (IM@1 0.0463 FM@1 0.0970) | val 0.4427 (IM@1 0.0303 FM@1 0.0792) sup 0.1433/0.1095 roll 0.3663/0.3332 (λ=1.00) | lr 2.82e-04
