Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:52:01,541] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.5197 (IM@1 0.1189 FM@1 0.4008) | val 0.2090 (IM@1 0.0393 FM@1 0.1697) sup 0.5197/0.2090 roll 1.7225/1.0749 (λ=0.00) | lr 2.19e-03
Epoch   1 | train 0.4522 (IM@1 0.0667 FM@1 0.2962) | val 0.2109 (IM@1 0.0357 FM@1 0.1251) sup 0.3629/0.1608 roll 0.8931/0.5008 (λ=0.10) | lr 2.19e-03
Epoch   2 | train 0.4724 (IM@1 0.0625 FM@1 0.2738) | val 0.2287 (IM@1 0.0284 FM@1 0.1165) sup 0.3363/0.1449 roll 0.6808/0.4194 (λ=0.20) | lr 2.19e-03
Epoch   3 | train 0.5101 (IM@1 0.0607 FM@1 0.2656) | val 0.2890 (IM@1 0.0303 FM@1 0.1266) sup 0.3263/0.1569 roll 0.6125/0.4404 (λ=0.30) | lr 2.19e-03
Epoch   4 | train 0.5529 (IM@1 0.0613 FM@1 0.2616) | val 0.2902 (IM@1 0.0280 FM@1 0.1152) sup 0.3229/0.1432 roll 0.5749/0.3676 (λ=0.40) | lr 2.19e-03
Epoch   5 | train 0.5934 (IM@1 0.0604 FM@1 0.2585) | val 0.3794 (IM@1 0.0282 FM@1 0.1481) sup 0.3189/0.1763 roll 0.5491/0.4063 (λ=0.50) | lr 2.19e-03
Epoch   6 | train 0.6403 (IM@1 0.0598 FM@1 0.2553) | val 0.3745 (IM@1 0.0276 FM@1 0.1264) sup 0.3150/0.1540 roll 0.5421/0.3675 (λ=0.60) | lr 2.19e-03
Epoch   7 | train 0.6822 (IM@1 0.0581 FM@1 0.2559) | val 0.3983 (IM@1 0.0269 FM@1 0.1201) sup 0.3140/0.1470 roll 0.5261/0.3590 (λ=0.70) | lr 2.19e-03
Epoch   8 | train 0.7221 (IM@1 0.0587 FM@1 0.2523) | val 0.4730 (IM@1 0.0353 FM@1 0.1310) sup 0.3109/0.1664 roll 0.5140/0.3833 (λ=0.80) | lr 2.19e-03
Epoch   9 | train 0.7641 (IM@1 0.0590 FM@1 0.2484) | val 0.4559 (IM@1 0.0302 FM@1 0.1140) sup 0.3074/0.1442 roll 0.5074/0.3463 (λ=0.90) | lr 2.19e-03
Epoch  10 | train 0.8063 (IM@1 0.0574 FM@1 0.2483) | val 0.5022 (IM@1 0.0297 FM@1 0.1201) sup 0.3057/0.1498 roll 0.5006/0.3524 (λ=1.00) | lr 2.19e-03
