Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:52:19,611] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.3652 (IM@1 0.1208 FM@1 0.2444) | val 0.1406 (IM@1 0.0250 FM@1 0.1156) sup 0.3652/0.1406 roll 1.0519/0.5610 (λ=0.00) | lr 1.81e-03
Epoch   1 | train 0.2027 (IM@1 0.0306 FM@1 0.1213) | val 0.1467 (IM@1 0.0225 FM@1 0.0869) sup 0.1518/0.1094 roll 0.5082/0.3731 (λ=0.10) | lr 1.81e-03
Epoch   2 | train 0.2210 (IM@1 0.0291 FM@1 0.1052) | val 0.1641 (IM@1 0.0209 FM@1 0.0769) sup 0.1343/0.0978 roll 0.4333/0.3318 (λ=0.20) | lr 1.81e-03
Epoch   3 | train 0.2431 (IM@1 0.0282 FM@1 0.0963) | val 0.1954 (IM@1 0.0219 FM@1 0.0764) sup 0.1245/0.0983 roll 0.3953/0.3236 (λ=0.30) | lr 1.81e-03
Epoch   4 | train 0.2740 (IM@1 0.0278 FM@1 0.0954) | val 0.2357 (IM@1 0.0261 FM@1 0.0751) sup 0.1232/0.1011 roll 0.3770/0.3365 (λ=0.40) | lr 1.81e-03
Epoch   5 | train 0.3084 (IM@1 0.0285 FM@1 0.0940) | val 0.2609 (IM@1 0.0218 FM@1 0.0760) sup 0.1225/0.0977 roll 0.3719/0.3264 (λ=0.50) | lr 1.81e-03
Epoch   6 | train 0.3338 (IM@1 0.0289 FM@1 0.0891) | val 0.2961 (IM@1 0.0235 FM@1 0.0750) sup 0.1180/0.0985 roll 0.3597/0.3292 (λ=0.60) | lr 1.81e-03
Epoch   7 | train 0.3567 (IM@1 0.0285 FM@1 0.0857) | val 0.3444 (IM@1 0.0277 FM@1 0.0717) sup 0.1142/0.0994 roll 0.3464/0.3500 (λ=0.70) | lr 1.81e-03
Epoch   8 | train 0.3884 (IM@1 0.0287 FM@1 0.0846) | val 0.3494 (IM@1 0.0236 FM@1 0.0717) sup 0.1134/0.0953 roll 0.3438/0.3176 (λ=0.80) | lr 1.81e-03
Epoch   9 | train 0.4118 (IM@1 0.0289 FM@1 0.0829) | val 0.3773 (IM@1 0.0241 FM@1 0.0703) sup 0.1118/0.0944 roll 0.3333/0.3144 (λ=0.90) | lr 1.81e-03
Epoch  10 | train 0.4346 (IM@1 0.0281 FM@1 0.0812) | val 0.4184 (IM@1 0.0250 FM@1 0.0734) sup 0.1093/0.0984 roll 0.3253/0.3200 (λ=1.00) | lr 1.81e-03
Epoch  11 | train 0.4347 (IM@1 0.0281 FM@1 0.0818) | val 0.3983 (IM@1 0.0247 FM@1 0.0687) sup 0.1100/0.0935 roll 0.3248/0.3048 (λ=1.00) | lr 1.81e-03
Epoch  12 | train 0.4225 (IM@1 0.0276 FM@1 0.0795) | val 0.3980 (IM@1 0.0243 FM@1 0.0674) sup 0.1071/0.0918 roll 0.3154/0.3062 (λ=1.00) | lr 1.81e-03
Epoch  13 | train 0.4199 (IM@1 0.0275 FM@1 0.0789) | val 0.4075 (IM@1 0.0227 FM@1 0.0692) sup 0.1065/0.0919 roll 0.3134/0.3156 (λ=1.00) | lr 1.81e-03
Epoch  14 | train 0.4124 (IM@1 0.0270 FM@1 0.0788) | val 0.4124 (IM@1 0.0246 FM@1 0.0644) sup 0.1058/0.0890 roll 0.3067/0.3234 (λ=1.00) | lr 1.81e-03
Epoch  15 | train 0.4118 (IM@1 0.0275 FM@1 0.0763) | val 0.3889 (IM@1 0.0245 FM@1 0.0647) sup 0.1038/0.0892 roll 0.3079/0.2997 (λ=1.00) | lr 1.81e-03
Epoch  16 | train 0.4013 (IM@1 0.0270 FM@1 0.0746) | val 0.3881 (IM@1 0.0247 FM@1 0.0636) sup 0.1015/0.0883 roll 0.2998/0.2999 (λ=1.00) | lr 1.81e-03
Epoch  17 | train 0.4006 (IM@1 0.0266 FM@1 0.0750) | val 0.3905 (IM@1 0.0236 FM@1 0.0610) sup 0.1016/0.0846 roll 0.2990/0.3059 (λ=1.00) | lr 1.81e-03
Epoch  18 | train 0.3965 (IM@1 0.0268 FM@1 0.0744) | val 0.4093 (IM@1 0.0242 FM@1 0.0663) sup 0.1012/0.0905 roll 0.2954/0.3188 (λ=1.00) | lr 1.81e-03
Epoch  19 | train 0.3948 (IM@1 0.0267 FM@1 0.0735) | val 0.4019 (IM@1 0.0243 FM@1 0.0626) sup 0.1001/0.0869 roll 0.2947/0.3150 (λ=1.00) | lr 1.81e-03
Epoch  20 | train 0.3927 (IM@1 0.0265 FM@1 0.0726) | val 0.3959 (IM@1 0.0242 FM@1 0.0649) sup 0.0991/0.0891 roll 0.2936/0.3068 (λ=1.00) | lr 1.81e-03
Epoch  21 | train 0.3877 (IM@1 0.0262 FM@1 0.0717) | val 0.3955 (IM@1 0.0249 FM@1 0.0673) sup 0.0979/0.0921 roll 0.2898/0.3034 (λ=1.00) | lr 1.81e-03
