Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:51:54,238] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.9550 (IM@1 0.4161 FM@1 0.5389) | val 0.3388 (IM@1 0.0692 FM@1 0.2696) sup 0.9550/0.3388 roll 1.6427/1.1467 (λ=0.00) | lr 3.68e-04
Epoch   1 | train 0.3982 (IM@1 0.0612 FM@1 0.2438) | val 0.2858 (IM@1 0.0365 FM@1 0.1901) sup 0.3050/0.2267 roll 0.9322/0.5913 (λ=0.10) | lr 3.68e-04
Epoch   2 | train 0.3635 (IM@1 0.0435 FM@1 0.1865) | val 0.2726 (IM@1 0.0288 FM@1 0.1500) sup 0.2300/0.1787 roll 0.6674/0.4695 (λ=0.20) | lr 3.68e-04
Epoch   3 | train 0.3576 (IM@1 0.0382 FM@1 0.1548) | val 0.2737 (IM@1 0.0248 FM@1 0.1285) sup 0.1930/0.1534 roll 0.5485/0.4010 (λ=0.30) | lr 3.68e-04
Epoch   4 | train 0.3735 (IM@1 0.0361 FM@1 0.1392) | val 0.2896 (IM@1 0.0231 FM@1 0.1147) sup 0.1753/0.1378 roll 0.4955/0.3795 (λ=0.40) | lr 3.68e-04
Epoch   5 | train 0.3946 (IM@1 0.0352 FM@1 0.1292) | val 0.3194 (IM@1 0.0240 FM@1 0.1085) sup 0.1644/0.1325 roll 0.4604/0.3739 (λ=0.50) | lr 3.68e-04
Epoch   6 | train 0.4160 (IM@1 0.0338 FM@1 0.1214) | val 0.3383 (IM@1 0.0242 FM@1 0.1015) sup 0.1552/0.1257 roll 0.4347/0.3544 (λ=0.60) | lr 3.68e-04
Epoch   7 | train 0.4420 (IM@1 0.0337 FM@1 0.1157) | val 0.3584 (IM@1 0.0233 FM@1 0.0973) sup 0.1495/0.1207 roll 0.4179/0.3396 (λ=0.70) | lr 3.68e-04
Epoch   8 | train 0.4699 (IM@1 0.0340 FM@1 0.1125) | val 0.3931 (IM@1 0.0242 FM@1 0.0936) sup 0.1465/0.1178 roll 0.4043/0.3441 (λ=0.80) | lr 3.68e-04
Epoch   9 | train 0.4935 (IM@1 0.0341 FM@1 0.1078) | val 0.4081 (IM@1 0.0233 FM@1 0.0902) sup 0.1419/0.1135 roll 0.3907/0.3273 (λ=0.90) | lr 3.68e-04
Epoch  10 | train 0.5214 (IM@1 0.0339 FM@1 0.1051) | val 0.4348 (IM@1 0.0238 FM@1 0.0881) sup 0.1391/0.1119 roll 0.3824/0.3229 (λ=1.00) | lr 3.68e-04
