Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:52:28,331] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.7688 (IM@1 0.3692 FM@1 0.3996) | val 0.2639 (IM@1 0.0737 FM@1 0.1902) sup 0.7688/0.2639 roll 1.5869/0.9940 (λ=0.00) | lr 2.38e-04
Epoch   1 | train 0.3791 (IM@1 0.0857 FM@1 0.1848) | val 0.2638 (IM@1 0.0548 FM@1 0.1321) sup 0.2705/0.1868 roll 1.0862/0.7693 (λ=0.10) | lr 2.38e-04
Epoch   2 | train 0.3809 (IM@1 0.0669 FM@1 0.1511) | val 0.2855 (IM@1 0.0480 FM@1 0.1178) sup 0.2180/0.1658 roll 0.8143/0.5981 (λ=0.20) | lr 2.38e-04
Epoch   3 | train 0.4059 (IM@1 0.0598 FM@1 0.1390) | val 0.2965 (IM@1 0.0436 FM@1 0.0998) sup 0.1988/0.1434 roll 0.6902/0.5103 (λ=0.30) | lr 2.38e-04
Epoch   4 | train 0.4248 (IM@1 0.0558 FM@1 0.1293) | val 0.3113 (IM@1 0.0362 FM@1 0.0951) sup 0.1851/0.1313 roll 0.5992/0.4499 (λ=0.40) | lr 2.38e-04
Epoch   5 | train 0.4494 (IM@1 0.0505 FM@1 0.1224) | val 0.3395 (IM@1 0.0352 FM@1 0.0928) sup 0.1729/0.1280 roll 0.5529/0.4230 (λ=0.50) | lr 2.38e-04
Epoch   6 | train 0.4694 (IM@1 0.0492 FM@1 0.1165) | val 0.3711 (IM@1 0.0331 FM@1 0.0921) sup 0.1657/0.1251 roll 0.5061/0.4099 (λ=0.60) | lr 2.38e-04
Epoch   7 | train 0.4956 (IM@1 0.0483 FM@1 0.1128) | val 0.3758 (IM@1 0.0306 FM@1 0.0848) sup 0.1611/0.1154 roll 0.4779/0.3720 (λ=0.70) | lr 2.38e-04
Epoch   8 | train 0.5195 (IM@1 0.0473 FM@1 0.1109) | val 0.3980 (IM@1 0.0305 FM@1 0.0843) sup 0.1583/0.1149 roll 0.4516/0.3540 (λ=0.80) | lr 2.38e-04
Epoch   9 | train 0.5445 (IM@1 0.0471 FM@1 0.1083) | val 0.4484 (IM@1 0.0309 FM@1 0.0862) sup 0.1554/0.1171 roll 0.4324/0.3681 (λ=0.90) | lr 2.38e-04
Epoch  10 | train 0.5673 (IM@1 0.0463 FM@1 0.1061) | val 0.4602 (IM@1 0.0297 FM@1 0.0815) sup 0.1524/0.1112 roll 0.4150/0.3490 (λ=1.00) | lr 2.38e-04
Epoch  11 | train 0.5535 (IM@1 0.0460 FM@1 0.1055) | val 0.4425 (IM@1 0.0295 FM@1 0.0798) sup 0.1515/0.1093 roll 0.4021/0.3332 (λ=1.00) | lr 2.38e-04
Epoch  12 | train 0.5417 (IM@1 0.0466 FM@1 0.1031) | val 0.4419 (IM@1 0.0287 FM@1 0.0792) sup 0.1497/0.1080 roll 0.3920/0.3339 (λ=1.00) | lr 2.38e-04
Epoch  13 | train 0.5305 (IM@1 0.0466 FM@1 0.1007) | val 0.4353 (IM@1 0.0287 FM@1 0.0795) sup 0.1473/0.1082 roll 0.3832/0.3270 (λ=1.00) | lr 2.38e-04
Epoch  14 | train 0.5210 (IM@1 0.0453 FM@1 0.0996) | val 0.4302 (IM@1 0.0299 FM@1 0.0768) sup 0.1449/0.1067 roll 0.3761/0.3236 (λ=1.00) | lr 2.38e-04
Epoch  15 | train 0.5074 (IM@1 0.0443 FM@1 0.0974) | val 0.4348 (IM@1 0.0289 FM@1 0.0775) sup 0.1417/0.1064 roll 0.3657/0.3284 (λ=1.00) | lr 2.38e-04
Epoch  16 | train 0.5007 (IM@1 0.0444 FM@1 0.0964) | val 0.4322 (IM@1 0.0293 FM@1 0.0766) sup 0.1408/0.1058 roll 0.3599/0.3264 (λ=1.00) | lr 2.38e-04
Epoch  17 | train 0.4952 (IM@1 0.0436 FM@1 0.0976) | val 0.4192 (IM@1 0.0280 FM@1 0.0740) sup 0.1413/0.1020 roll 0.3540/0.3172 (λ=1.00) | lr 2.38e-04
