Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:52:04,620] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.5638 (IM@1 0.2072 FM@1 0.3566) | val 0.1666 (IM@1 0.0341 FM@1 0.1325) sup 0.5638/0.1666 roll 1.6149/0.7293 (λ=0.00) | lr 1.81e-03
Epoch   1 | train 0.3427 (IM@1 0.0602 FM@1 0.1912) | val 0.1808 (IM@1 0.0303 FM@1 0.1004) sup 0.2514/0.1307 roll 0.9135/0.5012 (λ=0.10) | lr 1.81e-03
Epoch   2 | train 0.3545 (IM@1 0.0547 FM@1 0.1675) | val 0.2066 (IM@1 0.0289 FM@1 0.0898) sup 0.2222/0.1187 roll 0.6614/0.4398 (λ=0.20) | lr 1.81e-03
Epoch   3 | train 0.3715 (IM@1 0.0511 FM@1 0.1589) | val 0.2361 (IM@1 0.0290 FM@1 0.0926) sup 0.2100/0.1216 roll 0.5385/0.3817 (λ=0.30) | lr 1.81e-03
Epoch   4 | train 0.3940 (IM@1 0.0517 FM@1 0.1499) | val 0.2564 (IM@1 0.0275 FM@1 0.0896) sup 0.2015/0.1171 roll 0.4813/0.3484 (λ=0.40) | lr 1.81e-03
Epoch   5 | train 0.4237 (IM@1 0.0514 FM@1 0.1438) | val 0.3012 (IM@1 0.0330 FM@1 0.0895) sup 0.1952/0.1225 roll 0.4570/0.3574 (λ=0.50) | lr 1.81e-03
Epoch   6 | train 0.4540 (IM@1 0.0518 FM@1 0.1417) | val 0.3189 (IM@1 0.0298 FM@1 0.0865) sup 0.1935/0.1163 roll 0.4341/0.3376 (λ=0.60) | lr 1.81e-03
Epoch   7 | train 0.4806 (IM@1 0.0494 FM@1 0.1377) | val 0.3876 (IM@1 0.0392 FM@1 0.0855) sup 0.1871/0.1247 roll 0.4192/0.3755 (λ=0.70) | lr 1.81e-03
Epoch   8 | train 0.5116 (IM@1 0.0493 FM@1 0.1359) | val 0.3833 (IM@1 0.0310 FM@1 0.0840) sup 0.1852/0.1149 roll 0.4079/0.3355 (λ=0.80) | lr 1.81e-03
Epoch   9 | train 0.5433 (IM@1 0.0499 FM@1 0.1333) | val 0.4227 (IM@1 0.0315 FM@1 0.0930) sup 0.1832/0.1245 roll 0.4001/0.3312 (λ=0.90) | lr 1.81e-03
Epoch  10 | train 0.5717 (IM@1 0.0492 FM@1 0.1318) | val 0.4576 (IM@1 0.0338 FM@1 0.0878) sup 0.1811/0.1216 roll 0.3907/0.3360 (λ=1.00) | lr 1.81e-03
