Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:52:09,239] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.4435 (IM@1 0.1658 FM@1 0.2777) | val 0.1662 (IM@1 0.0293 FM@1 0.1369) sup 0.4435/0.1662 roll 1.1002/0.6198 (λ=0.00) | lr 4.75e-04
Epoch   1 | train 0.2438 (IM@1 0.0450 FM@1 0.1400) | val 0.1671 (IM@1 0.0243 FM@1 0.1039) sup 0.1850/0.1282 roll 0.5879/0.3893 (λ=0.10) | lr 4.75e-04
Epoch   2 | train 0.2606 (IM@1 0.0425 FM@1 0.1194) | val 0.1846 (IM@1 0.0240 FM@1 0.0903) sup 0.1619/0.1143 roll 0.4938/0.3517 (λ=0.20) | lr 4.75e-04
Epoch   3 | train 0.2871 (IM@1 0.0420 FM@1 0.1100) | val 0.2060 (IM@1 0.0237 FM@1 0.0823) sup 0.1520/0.1060 roll 0.4504/0.3333 (λ=0.30) | lr 4.75e-04
Epoch   4 | train 0.3154 (IM@1 0.0417 FM@1 0.1045) | val 0.2359 (IM@1 0.0242 FM@1 0.0820) sup 0.1462/0.1062 roll 0.4232/0.3241 (λ=0.40) | lr 4.75e-04
Epoch   5 | train 0.3462 (IM@1 0.0417 FM@1 0.1003) | val 0.2632 (IM@1 0.0239 FM@1 0.0771) sup 0.1420/0.1011 roll 0.4084/0.3243 (λ=0.50) | lr 4.75e-04
Epoch   6 | train 0.3729 (IM@1 0.0410 FM@1 0.0986) | val 0.2912 (IM@1 0.0258 FM@1 0.0758) sup 0.1396/0.1016 roll 0.3889/0.3161 (λ=0.60) | lr 4.75e-04
Epoch   7 | train 0.4029 (IM@1 0.0406 FM@1 0.0957) | val 0.3287 (IM@1 0.0281 FM@1 0.0763) sup 0.1363/0.1043 roll 0.3807/0.3205 (λ=0.70) | lr 4.75e-04
Epoch   8 | train 0.4352 (IM@1 0.0417 FM@1 0.0960) | val 0.3645 (IM@1 0.0272 FM@1 0.0783) sup 0.1377/0.1055 roll 0.3718/0.3237 (λ=0.80) | lr 4.75e-04
Epoch   9 | train 0.4619 (IM@1 0.0416 FM@1 0.0931) | val 0.3858 (IM@1 0.0280 FM@1 0.0766) sup 0.1346/0.1046 roll 0.3636/0.3125 (λ=0.90) | lr 4.75e-04
Epoch  10 | train 0.4889 (IM@1 0.0418 FM@1 0.0910) | val 0.4091 (IM@1 0.0276 FM@1 0.0712) sup 0.1328/0.0989 roll 0.3561/0.3102 (λ=1.00) | lr 4.75e-04
