Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:51:58,342] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 1.7733 (IM@1 0.9278 FM@1 0.8454) | val 1.1601 (IM@1 0.6512 FM@1 0.5089) sup 1.7733/1.1601 roll 1.9772/1.6978 (λ=0.00) | lr 1.20e-04
Epoch   1 | train 1.0672 (IM@1 0.4265 FM@1 0.4763) | val 0.7169 (IM@1 0.2470 FM@1 0.3355) sup 0.9028/0.5825 roll 1.6439/1.3445 (λ=0.10) | lr 1.20e-04
Epoch   2 | train 0.8227 (IM@1 0.1849 FM@1 0.3679) | val 0.6413 (IM@1 0.1378 FM@1 0.2783) sup 0.5527/0.4161 roll 1.3499/1.1262 (λ=0.20) | lr 1.20e-04
Epoch   3 | train 0.7757 (IM@1 0.1099 FM@1 0.3245) | val 0.6431 (IM@1 0.0989 FM@1 0.2474) sup 0.4344/0.3464 roll 1.1377/0.9890 (λ=0.30) | lr 1.20e-04
Epoch   4 | train 0.7769 (IM@1 0.0810 FM@1 0.2990) | val 0.6653 (IM@1 0.0814 FM@1 0.2271) sup 0.3800/0.3085 roll 0.9922/0.8920 (λ=0.40) | lr 1.20e-04
Epoch   5 | train 0.7946 (IM@1 0.0671 FM@1 0.2805) | val 0.6932 (IM@1 0.0696 FM@1 0.2109) sup 0.3476/0.2804 roll 0.8941/0.8256 (λ=0.50) | lr 1.20e-04
Epoch   6 | train 0.8123 (IM@1 0.0582 FM@1 0.2654) | val 0.7157 (IM@1 0.0615 FM@1 0.2004) sup 0.3235/0.2619 roll 0.8146/0.7564 (λ=0.60) | lr 1.20e-04
Epoch   7 | train 0.8251 (IM@1 0.0506 FM@1 0.2536) | val 0.7249 (IM@1 0.0539 FM@1 0.1894) sup 0.3041/0.2433 roll 0.7442/0.6879 (λ=0.70) | lr 1.20e-04
Epoch   8 | train 0.8414 (IM@1 0.0452 FM@1 0.2445) | val 0.7356 (IM@1 0.0490 FM@1 0.1773) sup 0.2897/0.2263 roll 0.6897/0.6367 (λ=0.80) | lr 1.20e-04
Epoch   9 | train 0.8704 (IM@1 0.0414 FM@1 0.2359) | val 0.7407 (IM@1 0.0445 FM@1 0.1715) sup 0.2773/0.2160 roll 0.6590/0.5830 (λ=0.90) | lr 1.20e-04
Epoch  10 | train 0.8975 (IM@1 0.0384 FM@1 0.2317) | val 0.7912 (IM@1 0.0431 FM@1 0.1670) sup 0.2701/0.2101 roll 0.6274/0.5811 (λ=1.00) | lr 1.20e-04
Epoch  11 | train 0.8674 (IM@1 0.0366 FM@1 0.2248) | val 0.7443 (IM@1 0.0394 FM@1 0.1612) sup 0.2614/0.2006 roll 0.6060/0.5437 (λ=1.00) | lr 1.20e-04
Epoch  12 | train 0.8400 (IM@1 0.0344 FM@1 0.2196) | val 0.7241 (IM@1 0.0387 FM@1 0.1565) sup 0.2539/0.1952 roll 0.5861/0.5289 (λ=1.00) | lr 1.20e-04
Epoch  13 | train 0.8139 (IM@1 0.0326 FM@1 0.2137) | val 0.7225 (IM@1 0.0374 FM@1 0.1526) sup 0.2463/0.1901 roll 0.5676/0.5324 (λ=1.00) | lr 1.20e-04
Epoch  14 | train 0.7962 (IM@1 0.0312 FM@1 0.2126) | val 0.6742 (IM@1 0.0344 FM@1 0.1488) sup 0.2438/0.1832 roll 0.5524/0.4910 (λ=1.00) | lr 1.20e-04
Epoch  15 | train 0.7746 (IM@1 0.0299 FM@1 0.2055) | val 0.6904 (IM@1 0.0342 FM@1 0.1462) sup 0.2354/0.1804 roll 0.5392/0.5100 (λ=1.00) | lr 1.20e-04
Epoch  16 | train 0.7643 (IM@1 0.0290 FM@1 0.2050) | val 0.6444 (IM@1 0.0324 FM@1 0.1429) sup 0.2340/0.1753 roll 0.5303/0.4691 (λ=1.00) | lr 1.20e-04
Epoch  17 | train 0.7455 (IM@1 0.0279 FM@1 0.2004) | val 0.6393 (IM@1 0.0319 FM@1 0.1379) sup 0.2282/0.1698 roll 0.5173/0.4695 (λ=1.00) | lr 1.20e-04
Epoch  18 | train 0.7318 (IM@1 0.0271 FM@1 0.1956) | val 0.6207 (IM@1 0.0311 FM@1 0.1351) sup 0.2227/0.1661 roll 0.5091/0.4545 (λ=1.00) | lr 1.20e-04
Epoch  19 | train 0.7209 (IM@1 0.0265 FM@1 0.1927) | val 0.6033 (IM@1 0.0298 FM@1 0.1315) sup 0.2191/0.1613 roll 0.5017/0.4421 (λ=1.00) | lr 1.20e-04
Epoch  20 | train 0.7025 (IM@1 0.0257 FM@1 0.1890) | val 0.5919 (IM@1 0.0297 FM@1 0.1290) sup 0.2147/0.1587 roll 0.4878/0.4332 (λ=1.00) | lr 1.20e-04
Epoch  21 | train 0.6945 (IM@1 0.0254 FM@1 0.1868) | val 0.5850 (IM@1 0.0289 FM@1 0.1270) sup 0.2122/0.1559 roll 0.4822/0.4291 (λ=1.00) | lr 1.20e-04
Epoch  22 | train 0.6840 (IM@1 0.0245 FM@1 0.1845) | val 0.5812 (IM@1 0.0281 FM@1 0.1248) sup 0.2090/0.1529 roll 0.4750/0.4283 (λ=1.00) | lr 1.20e-04
Epoch  23 | train 0.6719 (IM@1 0.0239 FM@1 0.1798) | val 0.5634 (IM@1 0.0273 FM@1 0.1176) sup 0.2038/0.1449 roll 0.4682/0.4186 (λ=1.00) | lr 1.20e-04
Epoch  24 | train 0.6625 (IM@1 0.0237 FM@1 0.1770) | val 0.5506 (IM@1 0.0270 FM@1 0.1183) sup 0.2006/0.1454 roll 0.4619/0.4052 (λ=1.00) | lr 1.20e-04
Epoch  25 | train 0.6557 (IM@1 0.0231 FM@1 0.1775) | val 0.5548 (IM@1 0.0269 FM@1 0.1162) sup 0.2006/0.1430 roll 0.4551/0.4118 (λ=1.00) | lr 1.20e-04
Epoch  26 | train 0.6460 (IM@1 0.0226 FM@1 0.1709) | val 0.5378 (IM@1 0.0263 FM@1 0.1144) sup 0.1935/0.1408 roll 0.4525/0.3970 (λ=1.00) | lr 1.20e-04
Epoch  27 | train 0.6401 (IM@1 0.0226 FM@1 0.1715) | val 0.5375 (IM@1 0.0255 FM@1 0.1129) sup 0.1941/0.1383 roll 0.4460/0.3991 (λ=1.00) | lr 1.20e-04
Epoch  28 | train 0.6308 (IM@1 0.0221 FM@1 0.1682) | val 0.5180 (IM@1 0.0252 FM@1 0.1097) sup 0.1903/0.1349 roll 0.4405/0.3831 (λ=1.00) | lr 1.20e-04
Epoch  29 | train 0.6265 (IM@1 0.0219 FM@1 0.1674) | val 0.5243 (IM@1 0.0255 FM@1 0.1075) sup 0.1893/0.1330 roll 0.4372/0.3913 (λ=1.00) | lr 1.20e-04
Epoch  30 | train 0.6188 (IM@1 0.0215 FM@1 0.1669) | val 0.5063 (IM@1 0.0244 FM@1 0.1068) sup 0.1884/0.1313 roll 0.4304/0.3750 (λ=1.00) | lr 1.20e-04
Epoch  31 | train 0.6140 (IM@1 0.0214 FM@1 0.1645) | val 0.5152 (IM@1 0.0249 FM@1 0.1050) sup 0.1859/0.1299 roll 0.4281/0.3854 (λ=1.00) | lr 1.20e-04
Epoch  32 | train 0.6049 (IM@1 0.0209 FM@1 0.1631) | val 0.5040 (IM@1 0.0238 FM@1 0.1061) sup 0.1840/0.1299 roll 0.4209/0.3741 (λ=1.00) | lr 1.20e-04
Epoch  33 | train 0.6009 (IM@1 0.0207 FM@1 0.1602) | val 0.4936 (IM@1 0.0241 FM@1 0.1008) sup 0.1808/0.1250 roll 0.4201/0.3686 (λ=1.00) | lr 1.20e-04
Epoch  34 | train 0.5949 (IM@1 0.0206 FM@1 0.1606) | val 0.4920 (IM@1 0.0234 FM@1 0.1026) sup 0.1813/0.1260 roll 0.4136/0.3660 (λ=1.00) | lr 1.20e-04
Epoch  35 | train 0.5904 (IM@1 0.0201 FM@1 0.1581) | val 0.4846 (IM@1 0.0234 FM@1 0.0989) sup 0.1783/0.1223 roll 0.4121/0.3623 (λ=1.00) | lr 1.20e-04
Epoch  36 | train 0.5826 (IM@1 0.0201 FM@1 0.1550) | val 0.4798 (IM@1 0.0231 FM@1 0.0994) sup 0.1751/0.1224 roll 0.4075/0.3574 (λ=1.00) | lr 1.20e-04
Epoch  37 | train 0.5787 (IM@1 0.0198 FM@1 0.1543) | val 0.4843 (IM@1 0.0231 FM@1 0.0969) sup 0.1740/0.1200 roll 0.4046/0.3643 (λ=1.00) | lr 1.20e-04
Epoch  38 | train 0.5754 (IM@1 0.0197 FM@1 0.1547) | val 0.4798 (IM@1 0.0229 FM@1 0.0993) sup 0.1744/0.1222 roll 0.4010/0.3575 (λ=1.00) | lr 1.20e-04
Epoch  39 | train 0.5718 (IM@1 0.0198 FM@1 0.1523) | val 0.4780 (IM@1 0.0235 FM@1 0.0966) sup 0.1721/0.1201 roll 0.3997/0.3580 (λ=1.00) | lr 1.20e-04

Training completato (combo). Best val (sup + 1.0*roll, da epoch 10): 0.4780 a epoch 39
