Studio: joint_combo_p1_k10 | device cpu | mode=combo P=1 K=10 T=10
Caricamento dataset...
Trovati 120 trial.
Dataset grezzo: 120 trial letti. Scaler e finestre costruiti in split_by_trial() (fit solo su train).
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``group`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
/home/gemma/tesi/aquabot/src/net/Estimator/tuning/tune_joint.py:245: ExperimentalWarning: Argument ``constant_liar`` is an experimental feature. The interface can change in the future.
  sampler = optuna.samplers.TPESampler(
[I 2026-09-26 12:51:51,627] Using an existing study with name 'joint_combo_p1_k10' instead of creating a new one.
Normalizzatore caricato da /home/gemma/tesi/aquabot/src/net/scaler/scalers_joint.pkl (nessun refit).
Dataset: 32520 campioni da 120 trial. H=20 P=10 | seq_cmd=(20, 1) seq_sens=(20, 2)
Split per-trial: 26015 finestre train | 6505 finestre val
Epoch   0 | train 0.9771 (IM@1 0.4426 FM@1 0.5345) | val 0.3235 (IM@1 0.0799 FM@1 0.2437) sup 0.9771/0.3235 roll 1.7523/1.0389 (λ=0.00) | lr 1.60e-03
Epoch   1 | train 0.5556 (IM@1 0.1361 FM@1 0.2983) | val 0.2976 (IM@1 0.0491 FM@1 0.1719) sup 0.4344/0.2209 roll 1.2123/0.7671 (λ=0.10) | lr 1.60e-03
Epoch   2 | train 0.5591 (IM@1 0.1191 FM@1 0.2449) | val 0.3169 (IM@1 0.0514 FM@1 0.1371) sup 0.3641/0.1885 roll 0.9752/0.6423 (λ=0.20) | lr 1.60e-03
Epoch   3 | train 0.5937 (IM@1 0.1158 FM@1 0.2204) | val 0.3429 (IM@1 0.0497 FM@1 0.1208) sup 0.3362/0.1706 roll 0.8584/0.5744 (λ=0.30) | lr 1.60e-03
Epoch   4 | train 0.6172 (IM@1 0.1088 FM@1 0.2096) | val 0.3874 (IM@1 0.0515 FM@1 0.1183) sup 0.3183/0.1697 roll 0.7472/0.5442 (λ=0.40) | lr 1.60e-03
Epoch   5 | train 0.6453 (IM@1 0.1070 FM@1 0.2027) | val 0.3968 (IM@1 0.0497 FM@1 0.1146) sup 0.3097/0.1643 roll 0.6712/0.4649 (λ=0.50) | lr 1.60e-03
Epoch   6 | train 0.6674 (IM@1 0.1049 FM@1 0.1942) | val 0.4117 (IM@1 0.0464 FM@1 0.1140) sup 0.2991/0.1604 roll 0.6138/0.4189 (λ=0.60) | lr 1.60e-03
Epoch   7 | train 0.6962 (IM@1 0.1022 FM@1 0.1931) | val 0.4498 (IM@1 0.0479 FM@1 0.1091) sup 0.2953/0.1570 roll 0.5726/0.4183 (λ=0.70) | lr 1.60e-03
Epoch   8 | train 0.7304 (IM@1 0.1032 FM@1 0.1882) | val 0.4743 (IM@1 0.0489 FM@1 0.1065) sup 0.2914/0.1554 roll 0.5487/0.3987 (λ=0.80) | lr 1.60e-03
Epoch   9 | train 0.7691 (IM@1 0.1024 FM@1 0.1874) | val 0.4844 (IM@1 0.0460 FM@1 0.1014) sup 0.2897/0.1474 roll 0.5326/0.3744 (λ=0.90) | lr 1.60e-03
Epoch  10 | train 0.7998 (IM@1 0.1017 FM@1 0.1844) | val 0.5256 (IM@1 0.0468 FM@1 0.1041) sup 0.2861/0.1509 roll 0.5137/0.3748 (λ=1.00) | lr 1.60e-03
