Device: cuda | threads: 4
=== FASE 2 | 8 trial (questo worker) | 30 epoche ===

Caricamento dataset...
Trovati 34 trial.
  [trial_20260519_151133.csv] attenzione: calibrazione a riposo su 37 campioni (< 50)
Dataset: 27290 campioni da 34 trial.

--- Fase 2, architettura #1: gru=512, mlp=64 ---

[I 2026-07-20 14:03:24,962] A new study created in RDB with name: fish_forward_phase2_arch1
  Trial 0 | Epoch  0 | val 0.4805
  Trial 0 | Epoch  1 | val 0.4244
  Trial 0 | Epoch  2 | val 0.4013
  Trial 0 | Epoch  3 | val 0.3917
  Trial 0 | Epoch  4 | val 0.3762
  Trial 0 | Epoch  5 | val 0.3746
  Trial 0 | Epoch  6 | val 0.3652
  Trial 0 | Epoch  7 | val 0.3592
  Trial 0 | Epoch  8 | val 0.3581
  Trial 0 | Epoch  9 | val 0.3533
  Trial 0 | Epoch 10 | val 0.3495
  Trial 0 | Epoch 11 | val 0.3516
  Trial 0 | Epoch 12 | val 0.3491
  Trial 0 | Epoch 13 | val 0.3476
  Trial 0 | Epoch 14 | val 0.3437
  Trial 0 | Epoch 15 | val 0.3432
  Trial 0 | Epoch 16 | val 0.3407
  Trial 0 | Epoch 17 | val 0.3412
  Trial 0 | Epoch 18 | val 0.3387
  Trial 0 | Epoch 19 | val 0.3402
  Trial 0 | Epoch 20 | val 0.3371
  Trial 0 | Epoch 21 | val 0.3370
  Trial 0 | Epoch 22 | val 0.3376
  Trial 0 | Epoch 23 | val 0.3353
  Trial 0 | Epoch 24 | val 0.3384
  Trial 0 | Epoch 25 | val 0.3345
  Trial 0 | Epoch 26 | val 0.3348
  Trial 0 | Epoch 27 | val 0.3351
  Trial 0 | Epoch 28 | val 0.3334
  Trial 0 | Epoch 29 | val 0.3349
[I 2026-07-20 14:05:55,495] Trial 0 finished with value: 0.33343523313776097 and parameters: {'lr': 0.00018349644679783932, 'batch_size': 32, 'lambda_future': 0.8778031213296015}. Best is trial 0 with value: 0.33343523313776097.
  Trial 7 | Epoch  0 | val 0.4303
  Trial 7 | Epoch  1 | val 0.3865
  Trial 7 | Epoch  2 | val 0.3690
  Trial 7 | Epoch  3 | val 0.3595
  Trial 7 | Epoch  4 | val 0.3554
  Trial 7 | Epoch  5 | val 0.3491
  Trial 7 | Epoch  6 | val 0.3469
  Trial 7 | Epoch  7 | val 0.3443
  Trial 7 | Epoch  8 | val 0.3465
  Trial 7 | Epoch  9 | val 0.3427
  Trial 7 | Epoch 10 | val 0.3408
  Trial 7 | Epoch 11 | val 0.3400
  Trial 7 | Epoch 12 | val 0.3389
  Trial 7 | Epoch 13 | val 0.3401
  Trial 7 | Epoch 14 | val 0.3375
  Trial 7 | Epoch 15 | val 0.3403
  Trial 7 | Epoch 16 | val 0.3371
  Trial 7 | Epoch 17 | val 0.3347
  Trial 7 | Epoch 18 | val 0.3349
  Trial 7 | Epoch 19 | val 0.3381
  Trial 7 | Epoch 20 | val 0.3325
  Trial 7 | Epoch 21 | val 0.3375
  Trial 7 | Epoch 22 | val 0.3348
  Trial 7 | Epoch 23 | val 0.3341
  Trial 7 | Epoch 24 | val 0.3354
  Trial 7 | Epoch 25 | val 0.3311
  Trial 7 | Epoch 26 | val 0.3326
  Trial 7 | Epoch 27 | val 0.3308
  Trial 7 | Epoch 28 | val 0.3317
  Trial 7 | Epoch 29 | val 0.3337
[I 2026-07-20 14:07:07,960] Trial 7 finished with value: 0.33076277721759884 and parameters: {'lr': 0.0008002576601199114, 'batch_size': 64, 'lambda_future': 0.8760107359546369}. Best is trial 7 with value: 0.33076277721759884.
  Trial 10 | Epoch  0 | val 0.5720
  Trial 10 | Epoch  1 | val 0.5240
  Trial 10 | Epoch  2 | val 0.5191
  Trial 10 | Epoch  3 | val 0.5216
  Trial 10 | Epoch  4 | val 0.5039
  Trial 10 | Epoch  5 | val 0.5021
[I 2026-07-20 14:07:38,118] Trial 10 pruned. 
  Trial 14 | Epoch  0 | val 0.2770
  Trial 14 | Epoch  1 | val 0.2583
  Trial 14 | Epoch  2 | val 0.2508
  Trial 14 | Epoch  3 | val 0.2471
  Trial 14 | Epoch  4 | val 0.2461
  Trial 14 | Epoch  5 | val 0.2510
  Trial 14 | Epoch  6 | val 0.2505
  Trial 14 | Epoch  7 | val 0.2448
  Trial 14 | Epoch  8 | val 0.2450
  Trial 14 | Epoch  9 | val 0.2424
  Trial 14 | Epoch 10 | val 0.2409
  Trial 14 | Epoch 11 | val 0.2427
  Trial 14 | Epoch 12 | val 0.2415
  Trial 14 | Epoch 13 | val 0.2395
  Trial 14 | Epoch 14 | val 0.2388
  Trial 14 | Epoch 15 | val 0.2400
  Trial 14 | Epoch 16 | val 0.2422
  Trial 14 | Epoch 17 | val 0.2392
  Trial 14 | Epoch 18 | val 0.2380
  Trial 14 | Epoch 19 | val 0.2400
  Trial 14 | Epoch 20 | val 0.2375
  Trial 14 | Epoch 21 | val 0.2377
  Trial 14 | Epoch 22 | val 0.2370
  Trial 14 | Epoch 23 | val 0.2354
  Trial 14 | Epoch 24 | val 0.2350
  Trial 14 | Epoch 25 | val 0.2354
  Trial 14 | Epoch 26 | val 0.2366
  Trial 14 | Epoch 27 | val 0.2340
  Trial 14 | Epoch 28 | val 0.2344
  Trial 14 | Epoch 29 | val 0.2323
[I 2026-07-20 14:08:24,952] Trial 14 finished with value: 0.23228239874507106 and parameters: {'lr': 0.004712874920362544, 'batch_size': 128, 'lambda_future': 0.28712065151230926}. Best is trial 13 with value: 0.20581498534180398.
  Trial 18 | Epoch  0 | val 0.2601
  Trial 18 | Epoch  1 | val 0.2466
  Trial 18 | Epoch  2 | val 0.2403
  Trial 18 | Epoch  3 | val 0.2352
  Trial 18 | Epoch  4 | val 0.2343
  Trial 18 | Epoch  5 | val 0.2300
  Trial 18 | Epoch  6 | val 0.2308
  Trial 18 | Epoch  7 | val 0.2311
  Trial 18 | Epoch  8 | val 0.2299
  Trial 18 | Epoch  9 | val 0.2294
  Trial 18 | Epoch 10 | val 0.2275
  Trial 18 | Epoch 11 | val 0.2281
  Trial 18 | Epoch 12 | val 0.2275
  Trial 18 | Epoch 13 | val 0.2268
  Trial 18 | Epoch 14 | val 0.2290
  Trial 18 | Epoch 15 | val 0.2256
  Trial 18 | Epoch 16 | val 0.2260
  Trial 18 | Epoch 17 | val 0.2248
  Trial 18 | Epoch 18 | val 0.2240
  Trial 18 | Epoch 19 | val 0.2240
  Trial 18 | Epoch 20 | val 0.2253
  Trial 18 | Epoch 21 | val 0.2230
  Trial 18 | Epoch 22 | val 0.2236
  Trial 18 | Epoch 23 | val 0.2232
  Trial 18 | Epoch 24 | val 0.2228
  Trial 18 | Epoch 25 | val 0.2227
  Trial 18 | Epoch 26 | val 0.2232
  Trial 18 | Epoch 27 | val 0.2218
  Trial 18 | Epoch 28 | val 0.2206
  Trial 18 | Epoch 29 | val 0.2236
[I 2026-07-20 14:09:11,747] Trial 18 finished with value: 0.2205764876548634 and parameters: {'lr': 0.004739326729082117, 'batch_size': 128, 'lambda_future': 0.20943074201100867}. Best is trial 17 with value: 0.2056965886853462.
  Trial 22 | Epoch  0 | val 0.3532
  Trial 22 | Epoch  1 | val 0.3142
  Trial 22 | Epoch  2 | val 0.3060
  Trial 22 | Epoch  3 | val 0.3022
  Trial 22 | Epoch  4 | val 0.2990
  Trial 22 | Epoch  5 | val 0.2950
  Trial 22 | Epoch  6 | val 0.2950
  Trial 22 | Epoch  7 | val 0.2915
  Trial 22 | Epoch  8 | val 0.2916
  Trial 22 | Epoch  9 | val 0.2885
  Trial 22 | Epoch 10 | val 0.2887
  Trial 22 | Epoch 11 | val 0.2906
  Trial 22 | Epoch 12 | val 0.2880
  Trial 22 | Epoch 13 | val 0.2874
  Trial 22 | Epoch 14 | val 0.2880
  Trial 22 | Epoch 15 | val 0.2873
  Trial 22 | Epoch 16 | val 0.2859
  Trial 22 | Epoch 17 | val 0.2847
  Trial 22 | Epoch 18 | val 0.2857
  Trial 22 | Epoch 19 | val 0.2868
  Trial 22 | Epoch 20 | val 0.2849
  Trial 22 | Epoch 21 | val 0.2874
[I 2026-07-20 14:09:45,121] Trial 22 pruned. 
  Trial 26 | Epoch  0 | val 0.2577
  Trial 26 | Epoch  1 | val 0.2354
  Trial 26 | Epoch  2 | val 0.2267
  Trial 26 | Epoch  3 | val 0.2202
  Trial 26 | Epoch  4 | val 0.2216
  Trial 26 | Epoch  5 | val 0.2174
  Trial 26 | Epoch  6 | val 0.2170
  Trial 26 | Epoch  7 | val 0.2186
  Trial 26 | Epoch  8 | val 0.2139
  Trial 26 | Epoch  9 | val 0.2150
  Trial 26 | Epoch 10 | val 0.2136
  Trial 26 | Epoch 11 | val 0.2139
  Trial 26 | Epoch 12 | val 0.2121
  Trial 26 | Epoch 13 | val 0.2146
  Trial 26 | Epoch 14 | val 0.2117
  Trial 26 | Epoch 15 | val 0.2114
  Trial 26 | Epoch 16 | val 0.2113
  Trial 26 | Epoch 17 | val 0.2104
  Trial 26 | Epoch 18 | val 0.2099
  Trial 26 | Epoch 19 | val 0.2108
  Trial 26 | Epoch 20 | val 0.2087
  Trial 26 | Epoch 21 | val 0.2084
  Trial 26 | Epoch 22 | val 0.2100
  Trial 26 | Epoch 23 | val 0.2110
  Trial 26 | Epoch 24 | val 0.2079
  Trial 26 | Epoch 25 | val 0.2078
  Trial 26 | Epoch 26 | val 0.2084
  Trial 26 | Epoch 27 | val 0.2062
  Trial 26 | Epoch 28 | val 0.2071
  Trial 26 | Epoch 29 | val 0.2072
[I 2026-07-20 14:10:30,497] Trial 26 finished with value: 0.20623305439949036 and parameters: {'lr': 0.0028723449327417317, 'batch_size': 128, 'lambda_future': 0.11237767571562036}. Best is trial 19 with value: 0.2031267489804778.
  Trial 29 | Epoch  0 | val 0.3327
  Trial 29 | Epoch  1 | val 0.2958
  Trial 29 | Epoch  2 | val 0.2805
  Trial 29 | Epoch  3 | val 0.2754
  Trial 29 | Epoch  4 | val 0.2702
  Trial 29 | Epoch  5 | val 0.2685
  Trial 29 | Epoch  6 | val 0.2640
  Trial 29 | Epoch  7 | val 0.2617
  Trial 29 | Epoch  8 | val 0.2643
  Trial 29 | Epoch  9 | val 0.2605
  Trial 29 | Epoch 10 | val 0.2596
  Trial 29 | Epoch 11 | val 0.2618
  Trial 29 | Epoch 12 | val 0.2578
  Trial 29 | Epoch 13 | val 0.2570
  Trial 29 | Epoch 14 | val 0.2596
  Trial 29 | Epoch 15 | val 0.2592
  Trial 29 | Epoch 16 | val 0.2576
  Trial 29 | Epoch 17 | val 0.2567
  Trial 29 | Epoch 18 | val 0.2565
  Trial 29 | Epoch 19 | val 0.2572
  Trial 29 | Epoch 20 | val 0.2553
  Trial 29 | Epoch 21 | val 0.2551
  Trial 29 | Epoch 22 | val 0.2550
  Trial 29 | Epoch 23 | val 0.2535
  Trial 29 | Epoch 24 | val 0.2550
  Trial 29 | Epoch 25 | val 0.2534
  Trial 29 | Epoch 26 | val 0.2537
  Trial 29 | Epoch 27 | val 0.2539
  Trial 29 | Epoch 28 | val 0.2530
  Trial 29 | Epoch 29 | val 0.2553
[I 2026-07-20 14:11:14,573] Trial 29 finished with value: 0.2529601385427076 and parameters: {'lr': 0.0016265611081696242, 'batch_size': 128, 'lambda_future': 0.3900083635392533}. Best is trial 19 with value: 0.2031267489804778.

--- Fase 2, architettura #2: gru=512, mlp=128 ---

[I 2026-07-20 14:11:14,575] Using an existing study with name 'fish_forward_phase2_arch2' instead of creating a new one.
  Trial 1 | Epoch  0 | val 0.4092
  Trial 1 | Epoch  1 | val 0.3670
  Trial 1 | Epoch  2 | val 0.3413
  Trial 1 | Epoch  3 | val 0.3238
  Trial 1 | Epoch  4 | val 0.3145
  Trial 1 | Epoch  5 | val 0.3080
  Trial 1 | Epoch  6 | val 0.3013
  Trial 1 | Epoch  7 | val 0.2953
  Trial 1 | Epoch  8 | val 0.2912
  Trial 1 | Epoch  9 | val 0.2886
  Trial 1 | Epoch 10 | val 0.2865
  Trial 1 | Epoch 11 | val 0.2826
  Trial 1 | Epoch 12 | val 0.2819
  Trial 1 | Epoch 13 | val 0.2796
  Trial 1 | Epoch 14 | val 0.2782
  Trial 1 | Epoch 15 | val 0.2781
  Trial 1 | Epoch 16 | val 0.2777
  Trial 1 | Epoch 17 | val 0.2744
  Trial 1 | Epoch 18 | val 0.2748
  Trial 1 | Epoch 19 | val 0.2723
  Trial 1 | Epoch 20 | val 0.2720
  Trial 1 | Epoch 21 | val 0.2719
  Trial 1 | Epoch 22 | val 0.2711
  Trial 1 | Epoch 23 | val 0.2691
  Trial 1 | Epoch 24 | val 0.2684
  Trial 1 | Epoch 25 | val 0.2672
  Trial 1 | Epoch 26 | val 0.2670
  Trial 1 | Epoch 27 | val 0.2663
  Trial 1 | Epoch 28 | val 0.2677
  Trial 1 | Epoch 29 | val 0.2650
[I 2026-07-20 14:12:39,523] Trial 1 finished with value: 0.2650321190093839 and parameters: {'lr': 0.00017008769281227765, 'batch_size': 64, 'lambda_future': 0.4130843466217894}. Best is trial 1 with value: 0.2650321190093839.
  Trial 6 | Epoch  0 | val 0.3995
  Trial 6 | Epoch  1 | val 0.3683
  Trial 6 | Epoch  2 | val 0.3402
  Trial 6 | Epoch  3 | val 0.3190
  Trial 6 | Epoch  4 | val 0.3057
  Trial 6 | Epoch  5 | val 0.2965
  Trial 6 | Epoch  6 | val 0.2886
  Trial 6 | Epoch  7 | val 0.2832
  Trial 6 | Epoch  8 | val 0.2774
  Trial 6 | Epoch  9 | val 0.2737
  Trial 6 | Epoch 10 | val 0.2698
  Trial 6 | Epoch 11 | val 0.2667
  Trial 6 | Epoch 12 | val 0.2635
  Trial 6 | Epoch 13 | val 0.2609
  Trial 6 | Epoch 14 | val 0.2583
  Trial 6 | Epoch 15 | val 0.2564
  Trial 6 | Epoch 16 | val 0.2560
  Trial 6 | Epoch 17 | val 0.2527
  Trial 6 | Epoch 18 | val 0.2511
  Trial 6 | Epoch 19 | val 0.2495
  Trial 6 | Epoch 20 | val 0.2492
  Trial 6 | Epoch 21 | val 0.2470
  Trial 6 | Epoch 22 | val 0.2461
  Trial 6 | Epoch 23 | val 0.2459
  Trial 6 | Epoch 24 | val 0.2440
