Device: cuda | threads: 4
=== FASE 3 | 13 trial (questo worker) | 50 epoche ===

Caricamento dataset...
Trovati 34 trial.
  [trial_20260519_151133.csv] attenzione: calibrazione a riposo su 37 campioni (< 50)
Dataset: 27290 campioni da 34 trial.
Best arch (fase 1/2):   gru_hidden=512, mlp_hidden=128
Best training (fase 2): lr=4.08e-03, batch_size=32, lambda_future=0.108 (val 0.2017)

[I 2026-07-20 14:35:39,093] Using an existing study with name 'fish_forward_phase3' instead of creating a new one.
  Trial 3 | Epoch  0 | val 0.3282
  Trial 3 | Epoch  1 | val 0.3187
  Trial 3 | Epoch  2 | val 0.3074
  Trial 3 | Epoch  3 | val 0.3021
  Trial 3 | Epoch  4 | val 0.2957
  Trial 3 | Epoch  5 | val 0.2999
  Trial 3 | Epoch  6 | val 0.2984
  Trial 3 | Epoch  7 | val 0.2922
  Trial 3 | Epoch  8 | val 0.2952
  Trial 3 | Epoch  9 | val 0.2889
  Trial 3 | Epoch 10 | val 0.2874
  Trial 3 | Epoch 11 | val 0.2938
  Trial 3 | Epoch 12 | val 0.2944
  Trial 3 | Epoch 13 | val 0.2994
  Trial 3 | Epoch 14 | val 0.2867
  Trial 3 | Epoch 15 | val 0.2909
  Trial 3 | Epoch 16 | val 0.2880
  Trial 3 | Epoch 17 | val 0.2909
  Trial 3 | Epoch 18 | val 0.2900
  Trial 3 | Epoch 19 | val 0.2956
  Trial 3 | Epoch 20 | val 0.2947
  Trial 3 | Epoch 21 | val 0.2892
  Trial 3 | Epoch 22 | val 0.2898
  Trial 3 | Epoch 23 | val 0.2917
  Trial 3 | Epoch 24 | val 0.2985
  Trial 3 | Epoch 25 | val 0.2900
  Trial 3 | Epoch 26 | val 0.2913
  Trial 3 | Epoch 27 | val 0.2863
  Trial 3 | Epoch 28 | val 0.2861
  Trial 3 | Epoch 29 | val 0.2907
  Trial 3 | Epoch 30 | val 0.2896
  Trial 3 | Epoch 31 | val 0.2885
  Trial 3 | Epoch 32 | val 0.2842
  Trial 3 | Epoch 33 | val 0.2894
  Trial 3 | Epoch 34 | val 0.2852
  Trial 3 | Epoch 35 | val 0.2911
  Trial 3 | Epoch 36 | val 0.2884
  Trial 3 | Epoch 37 | val 0.2887
  Trial 3 | Epoch 38 | val 0.2900
  Trial 3 | Epoch 39 | val 0.2862
  Trial 3 | Epoch 40 | val 0.2856
  Trial 3 | Epoch 41 | val 0.2848
  Trial 3 | Epoch 42 | val 0.2886
  Trial 3 | Epoch 43 | val 0.2881
  Trial 3 | Epoch 44 | val 0.2883
  Trial 3 | Epoch 45 | val 0.2916
  Trial 3 | Epoch 46 | val 0.2856
  Trial 3 | Epoch 47 | val 0.2853
  Trial 3 | Epoch 48 | val 0.2848
  Trial 3 | Epoch 49 | val 0.2893
[I 2026-07-20 14:36:50,137] Trial 3 finished with value: 0.2841675614201745 and parameters: {'gru_hidden': 512, 'mlp_hidden': 64, 'lr': 0.015549634814437552, 'batch_size': 128, 'lambda_future': 0.546955233331479}. Best is trial 2 with value: 0.2151012282038844.
  Trial 7 | Epoch  0 | val 0.2530
  Trial 7 | Epoch  1 | val 0.2399
  Trial 7 | Epoch  2 | val 0.2408
  Trial 7 | Epoch  3 | val 0.2647
  Trial 7 | Epoch  4 | val 0.2272
  Trial 7 | Epoch  5 | val 0.2408
  Trial 7 | Epoch  6 | val 0.2231
  Trial 7 | Epoch  7 | val 0.2266
  Trial 7 | Epoch  8 | val 0.2366
  Trial 7 | Epoch  9 | val 0.2216
  Trial 7 | Epoch 10 | val 0.2225
  Trial 7 | Epoch 11 | val 0.2218
  Trial 7 | Epoch 12 | val 0.2174
  Trial 7 | Epoch 13 | val 0.2193
  Trial 7 | Epoch 14 | val 0.2209
  Trial 7 | Epoch 15 | val 0.2156
  Trial 7 | Epoch 16 | val 0.2162
  Trial 7 | Epoch 17 | val 0.2181
  Trial 7 | Epoch 18 | val 0.2137
  Trial 7 | Epoch 19 | val 0.2141
  Trial 7 | Epoch 20 | val 0.2143
  Trial 7 | Epoch 21 | val 0.2144
  Trial 7 | Epoch 22 | val 0.2158
  Trial 7 | Epoch 23 | val 0.2118
  Trial 7 | Epoch 24 | val 0.2144
  Trial 7 | Epoch 25 | val 0.2160
  Trial 7 | Epoch 26 | val 0.2135
  Trial 7 | Epoch 27 | val 0.2181
  Trial 7 | Epoch 28 | val 0.2113
  Trial 7 | Epoch 29 | val 0.2126
  Trial 7 | Epoch 30 | val 0.2119
  Trial 7 | Epoch 31 | val 0.2145
  Trial 7 | Epoch 32 | val 0.2139
  Trial 7 | Epoch 33 | val 0.2105
  Trial 7 | Epoch 34 | val 0.2100
  Trial 7 | Epoch 35 | val 0.2098
  Trial 7 | Epoch 36 | val 0.2100
  Trial 7 | Epoch 37 | val 0.2117
  Trial 7 | Epoch 38 | val 0.2121
  Trial 7 | Epoch 39 | val 0.2090
  Trial 7 | Epoch 40 | val 0.2111
  Trial 7 | Epoch 41 | val 0.2171
  Trial 7 | Epoch 42 | val 0.2124
  Trial 7 | Epoch 43 | val 0.2132
  Trial 7 | Epoch 44 | val 0.2085
  Trial 7 | Epoch 45 | val 0.2117
  Trial 7 | Epoch 46 | val 0.2102
  Trial 7 | Epoch 47 | val 0.2081
  Trial 7 | Epoch 48 | val 0.2109
  Trial 7 | Epoch 49 | val 0.2116
[I 2026-07-20 14:39:06,840] Trial 7 finished with value: 0.20808317269696747 and parameters: {'gru_hidden': 512, 'mlp_hidden': 256, 'lr': 0.010139434433805347, 'batch_size': 64, 'lambda_future': 0.11599244282965802}. Best is trial 7 with value: 0.20808317269696747.
  Trial 11 | Epoch  0 | val 0.2721
  Trial 11 | Epoch  1 | val 0.2466
  Trial 11 | Epoch  2 | val 0.2373
  Trial 11 | Epoch  3 | val 0.2363
  Trial 11 | Epoch  4 | val 0.2349
  Trial 11 | Epoch  5 | val 0.2302
  Trial 11 | Epoch  6 | val 0.2250
  Trial 11 | Epoch  7 | val 0.2261
  Trial 11 | Epoch  8 | val 0.2246
  Trial 11 | Epoch  9 | val 0.2232
  Trial 11 | Epoch 10 | val 0.2241
  Trial 11 | Epoch 11 | val 0.2221
  Trial 11 | Epoch 12 | val 0.2226
  Trial 11 | Epoch 13 | val 0.2239
  Trial 11 | Epoch 14 | val 0.2204
  Trial 11 | Epoch 15 | val 0.2194
  Trial 11 | Epoch 16 | val 0.2198
  Trial 11 | Epoch 17 | val 0.2193
  Trial 11 | Epoch 18 | val 0.2178
  Trial 11 | Epoch 19 | val 0.2188
  Trial 11 | Epoch 20 | val 0.2193
  Trial 11 | Epoch 21 | val 0.2192
  Trial 11 | Epoch 22 | val 0.2201
  Trial 11 | Epoch 23 | val 0.2184
  Trial 11 | Epoch 24 | val 0.2181
  Trial 11 | Epoch 25 | val 0.2175
  Trial 11 | Epoch 26 | val 0.2173
  Trial 11 | Epoch 27 | val 0.2170
  Trial 11 | Epoch 28 | val 0.2169
  Trial 11 | Epoch 29 | val 0.2158
  Trial 11 | Epoch 30 | val 0.2166
  Trial 11 | Epoch 31 | val 0.2157
  Trial 11 | Epoch 32 | val 0.2162
  Trial 11 | Epoch 33 | val 0.2168
  Trial 11 | Epoch 34 | val 0.2145
  Trial 11 | Epoch 35 | val 0.2149
  Trial 11 | Epoch 36 | val 0.2152
  Trial 11 | Epoch 37 | val 0.2138
  Trial 11 | Epoch 38 | val 0.2131
  Trial 11 | Epoch 39 | val 0.2118
  Trial 11 | Epoch 40 | val 0.2129
  Trial 11 | Epoch 41 | val 0.2118
  Trial 11 | Epoch 42 | val 0.2118
  Trial 11 | Epoch 43 | val 0.2117
  Trial 11 | Epoch 44 | val 0.2119
  Trial 11 | Epoch 45 | val 0.2126
  Trial 11 | Epoch 46 | val 0.2133
  Trial 11 | Epoch 47 | val 0.2109
  Trial 11 | Epoch 48 | val 0.2110
  Trial 11 | Epoch 49 | val 0.2116
[I 2026-07-20 14:41:16,426] Trial 11 finished with value: 0.21087614169647528 and parameters: {'gru_hidden': 512, 'mlp_hidden': 128, 'lr': 0.0011202805910548123, 'batch_size': 64, 'lambda_future': 0.1625923574047135}. Best is trial 7 with value: 0.20808317269696747.
  Trial 16 | Epoch  0 | val 0.2280
  Trial 16 | Epoch  1 | val 0.2138
  Trial 16 | Epoch  2 | val 0.2116
  Trial 16 | Epoch  3 | val 0.2110
  Trial 16 | Epoch  4 | val 0.2080
  Trial 16 | Epoch  5 | val 0.2065
  Trial 16 | Epoch  6 | val 0.2057
  Trial 16 | Epoch  7 | val 0.2068
  Trial 16 | Epoch  8 | val 0.2034
  Trial 16 | Epoch  9 | val 0.2019
  Trial 16 | Epoch 10 | val 0.2057
  Trial 16 | Epoch 11 | val 0.2024
  Trial 16 | Epoch 12 | val 0.2020
  Trial 16 | Epoch 13 | val 0.2014
  Trial 16 | Epoch 14 | val 0.2012
  Trial 16 | Epoch 15 | val 0.2003
  Trial 16 | Epoch 16 | val 0.2006
  Trial 16 | Epoch 17 | val 0.2011
  Trial 16 | Epoch 18 | val 0.2010
  Trial 16 | Epoch 19 | val 0.1984
  Trial 16 | Epoch 20 | val 0.1984
  Trial 16 | Epoch 21 | val 0.1984
  Trial 16 | Epoch 22 | val 0.1987
  Trial 16 | Epoch 23 | val 0.1978
  Trial 16 | Epoch 24 | val 0.1966
  Trial 16 | Epoch 25 | val 0.1967
  Trial 16 | Epoch 26 | val 0.1956
  Trial 16 | Epoch 27 | val 0.1964
  Trial 16 | Epoch 28 | val 0.1949
  Trial 16 | Epoch 29 | val 0.1979
  Trial 16 | Epoch 30 | val 0.1947
  Trial 16 | Epoch 31 | val 0.1950
  Trial 16 | Epoch 32 | val 0.1943
  Trial 16 | Epoch 33 | val 0.1940
  Trial 16 | Epoch 34 | val 0.1934
  Trial 16 | Epoch 35 | val 0.1939
  Trial 16 | Epoch 36 | val 0.1946
  Trial 16 | Epoch 37 | val 0.1935
  Trial 16 | Epoch 38 | val 0.1932
  Trial 16 | Epoch 39 | val 0.1944
  Trial 16 | Epoch 40 | val 0.1926
  Trial 16 | Epoch 41 | val 0.1923
  Trial 16 | Epoch 42 | val 0.1923
  Trial 16 | Epoch 43 | val 0.1913
  Trial 16 | Epoch 44 | val 0.1924
  Trial 16 | Epoch 45 | val 0.1919
  Trial 16 | Epoch 46 | val 0.1906
  Trial 16 | Epoch 47 | val 0.1921
  Trial 16 | Epoch 48 | val 0.1912
  Trial 16 | Epoch 49 | val 0.1911
[I 2026-07-20 14:45:16,190] Trial 16 finished with value: 0.19061962053266882 and parameters: {'gru_hidden': 512, 'mlp_hidden': 128, 'lr': 0.004056795349813949, 'batch_size': 32, 'lambda_future': 0.06308944336734816}. Best is trial 16 with value: 0.19061962053266882.
  Trial 20 | Epoch  0 | val 0.2576
  Trial 20 | Epoch  1 | val 0.2560
  Trial 20 | Epoch  2 | val 0.2431
  Trial 20 | Epoch  3 | val 0.2410
  Trial 20 | Epoch  4 | val 0.2446
  Trial 20 | Epoch  5 | val 0.2442
  Trial 20 | Epoch  6 | val 0.2424
  Trial 20 | Epoch  7 | val 0.2384
  Trial 20 | Epoch  8 | val 0.2381
[I 2026-07-20 14:45:58,465] Trial 20 pruned. 
  Trial 21 | Epoch  0 | val 0.2240
  Trial 21 | Epoch  1 | val 0.2126
  Trial 21 | Epoch  2 | val 0.2105
  Trial 21 | Epoch  3 | val 0.2097
  Trial 21 | Epoch  4 | val 0.2081
  Trial 21 | Epoch  5 | val 0.2063
  Trial 21 | Epoch  6 | val 0.2059
  Trial 21 | Epoch  7 | val 0.2061
  Trial 21 | Epoch  8 | val 0.2046
  Trial 21 | Epoch  9 | val 0.2053
  Trial 21 | Epoch 10 | val 0.2031
  Trial 21 | Epoch 11 | val 0.2027
  Trial 21 | Epoch 12 | val 0.2032
  Trial 21 | Epoch 13 | val 0.2015
  Trial 21 | Epoch 14 | val 0.2007
  Trial 21 | Epoch 15 | val 0.2018
  Trial 21 | Epoch 16 | val 0.2031
  Trial 21 | Epoch 17 | val 0.1997
  Trial 21 | Epoch 18 | val 0.2011
  Trial 21 | Epoch 19 | val 0.1988
  Trial 21 | Epoch 20 | val 0.2008
  Trial 21 | Epoch 21 | val 0.1975
  Trial 21 | Epoch 22 | val 0.1989
  Trial 21 | Epoch 23 | val 0.2007
  Trial 21 | Epoch 24 | val 0.1969
  Trial 21 | Epoch 25 | val 0.1976
  Trial 21 | Epoch 26 | val 0.1973
  Trial 21 | Epoch 27 | val 0.1976
  Trial 21 | Epoch 28 | val 0.1975
  Trial 21 | Epoch 29 | val 0.2020
  Trial 21 | Epoch 30 | val 0.1969
  Trial 21 | Epoch 31 | val 0.1973
  Trial 21 | Epoch 32 | val 0.1952
  Trial 21 | Epoch 33 | val 0.1953
  Trial 21 | Epoch 34 | val 0.1951
  Trial 21 | Epoch 35 | val 0.1956
  Trial 21 | Epoch 36 | val 0.1959
  Trial 21 | Epoch 37 | val 0.1971
  Trial 21 | Epoch 38 | val 0.1959
  Trial 21 | Epoch 39 | val 0.1950
  Trial 21 | Epoch 40 | val 0.1952
  Trial 21 | Epoch 41 | val 0.1945
  Trial 21 | Epoch 42 | val 0.1943
  Trial 21 | Epoch 43 | val 0.1931
  Trial 21 | Epoch 44 | val 0.1956
  Trial 21 | Epoch 45 | val 0.1943
  Trial 21 | Epoch 46 | val 0.1942
  Trial 21 | Epoch 47 | val 0.1943
  Trial 21 | Epoch 48 | val 0.1947
  Trial 21 | Epoch 49 | val 0.1936
[I 2026-07-20 14:49:51,727] Trial 21 finished with value: 0.19310099709975093 and parameters: {'gru_hidden': 256, 'mlp_hidden': 128, 'lr': 0.0035316630204482937, 'batch_size': 32, 'lambda_future': 0.05993763521733294}. Best is trial 18 with value: 0.19037109304066988.
  Trial 26 | Epoch  0 | val 0.2335
  Trial 26 | Epoch  1 | val 0.2255
  Trial 26 | Epoch  2 | val 0.2244
  Trial 26 | Epoch  3 | val 0.2194
  Trial 26 | Epoch  4 | val 0.2181
  Trial 26 | Epoch  5 | val 0.2155
  Trial 26 | Epoch  6 | val 0.2153
  Trial 26 | Epoch  7 | val 0.2140
  Trial 26 | Epoch  8 | val 0.2140
  Trial 26 | Epoch  9 | val 0.2144
  Trial 26 | Epoch 10 | val 0.2123
  Trial 26 | Epoch 11 | val 0.2116
  Trial 26 | Epoch 12 | val 0.2110
  Trial 26 | Epoch 13 | val 0.2107
  Trial 26 | Epoch 14 | val 0.2119
  Trial 26 | Epoch 15 | val 0.2099
[I 2026-07-20 14:51:11,055] Trial 26 pruned. 
  Trial 28 | Epoch  0 | val 0.2447
  Trial 28 | Epoch  1 | val 0.2334
  Trial 28 | Epoch  2 | val 0.2270
  Trial 28 | Epoch  3 | val 0.2252
  Trial 28 | Epoch  4 | val 0.2239
  Trial 28 | Epoch  5 | val 0.2217
  Trial 28 | Epoch  6 | val 0.2213
  Trial 28 | Epoch  7 | val 0.2202
  Trial 28 | Epoch  8 | val 0.2225
[I 2026-07-20 14:51:53,990] Trial 28 pruned. 
  Trial 30 | Epoch  0 | val 0.2539
  Trial 30 | Epoch  1 | val 0.2472
  Trial 30 | Epoch  2 | val 0.2426
  Trial 30 | Epoch  3 | val 0.2411
  Trial 30 | Epoch  4 | val 0.2376
  Trial 30 | Epoch  5 | val 0.2356
  Trial 30 | Epoch  6 | val 0.2364
  Trial 30 | Epoch  7 | val 0.2335
  Trial 30 | Epoch  8 | val 0.2350
[I 2026-07-20 14:52:34,691] Trial 30 pruned. 
  Trial 34 | Epoch  0 | val 0.2331
  Trial 34 | Epoch  1 | val 0.2246
  Trial 34 | Epoch  2 | val 0.2220
  Trial 34 | Epoch  3 | val 0.2163
  Trial 34 | Epoch  4 | val 0.2155
  Trial 34 | Epoch  5 | val 0.2106
  Trial 34 | Epoch  6 | val 0.2091
  Trial 34 | Epoch  7 | val 0.2111
  Trial 34 | Epoch  8 | val 0.2090
  Trial 34 | Epoch  9 | val 0.2081
  Trial 34 | Epoch 10 | val 0.2082
  Trial 34 | Epoch 11 | val 0.2081
  Trial 34 | Epoch 12 | val 0.2064
  Trial 34 | Epoch 13 | val 0.2066
  Trial 34 | Epoch 14 | val 0.2058
  Trial 34 | Epoch 15 | val 0.2039
  Trial 34 | Epoch 16 | val 0.2051
  Trial 34 | Epoch 17 | val 0.2077
  Trial 34 | Epoch 18 | val 0.2052
[I 2026-07-20 14:54:06,747] Trial 34 pruned. 
  Trial 38 | Epoch  0 | val 0.2513
  Trial 38 | Epoch  1 | val 0.2342
  Trial 38 | Epoch  2 | val 0.2316
  Trial 38 | Epoch  3 | val 0.2326
  Trial 38 | Epoch  4 | val 0.2288
  Trial 38 | Epoch  5 | val 0.2264
  Trial 38 | Epoch  6 | val 0.2250
  Trial 38 | Epoch  7 | val 0.2272
  Trial 38 | Epoch  8 | val 0.2255
[I 2026-07-20 14:54:19,577] Trial 38 pruned. 
  Trial 42 | Epoch  0 | val 0.2340
  Trial 42 | Epoch  1 | val 0.2179
  Trial 42 | Epoch  2 | val 0.2133
  Trial 42 | Epoch  3 | val 0.2102
  Trial 42 | Epoch  4 | val 0.2083
  Trial 42 | Epoch  5 | val 0.2061
  Trial 42 | Epoch  6 | val 0.2069
  Trial 42 | Epoch  7 | val 0.2041
  Trial 42 | Epoch  8 | val 0.2045
  Trial 42 | Epoch  9 | val 0.2056
  Trial 42 | Epoch 10 | val 0.2070
  Trial 42 | Epoch 11 | val 0.2018
  Trial 42 | Epoch 12 | val 0.2026
  Trial 42 | Epoch 13 | val 0.2027
