Device: cuda | threads: 4
=== FASE 3 | 13 trial (questo worker) | 50 epoche ===

Caricamento dataset...
Trovati 34 trial.
  [trial_20260519_151133.csv] attenzione: calibrazione a riposo su 37 campioni (< 50)
Dataset: 27290 campioni da 34 trial.
Best arch (fase 1/2):   gru_hidden=512, mlp_hidden=128
Best training (fase 2): lr=4.08e-03, batch_size=32, lambda_future=0.108 (val 0.2017)

[I 2026-07-20 14:35:32,904] A new study created in RDB with name: fish_forward_phase3
  Trial 0 | Epoch  0 | val 0.2557
  Trial 0 | Epoch  1 | val 0.2400
  Trial 0 | Epoch  2 | val 0.2377
  Trial 0 | Epoch  3 | val 0.2325
  Trial 0 | Epoch  4 | val 0.2325
  Trial 0 | Epoch  5 | val 0.2319
  Trial 0 | Epoch  6 | val 0.2291
  Trial 0 | Epoch  7 | val 0.2283
  Trial 0 | Epoch  8 | val 0.2286
  Trial 0 | Epoch  9 | val 0.2264
  Trial 0 | Epoch 10 | val 0.2291
  Trial 0 | Epoch 11 | val 0.2277
  Trial 0 | Epoch 12 | val 0.2258
  Trial 0 | Epoch 13 | val 0.2256
  Trial 0 | Epoch 14 | val 0.2268
  Trial 0 | Epoch 15 | val 0.2263
  Trial 0 | Epoch 16 | val 0.2249
  Trial 0 | Epoch 17 | val 0.2237
  Trial 0 | Epoch 18 | val 0.2233
  Trial 0 | Epoch 19 | val 0.2228
  Trial 0 | Epoch 20 | val 0.2228
  Trial 0 | Epoch 21 | val 0.2225
  Trial 0 | Epoch 22 | val 0.2245
  Trial 0 | Epoch 23 | val 0.2214
  Trial 0 | Epoch 24 | val 0.2224
  Trial 0 | Epoch 25 | val 0.2244
  Trial 0 | Epoch 26 | val 0.2228
  Trial 0 | Epoch 27 | val 0.2215
  Trial 0 | Epoch 28 | val 0.2255
  Trial 0 | Epoch 29 | val 0.2208
  Trial 0 | Epoch 30 | val 0.2216
  Trial 0 | Epoch 31 | val 0.2196
  Trial 0 | Epoch 32 | val 0.2206
  Trial 0 | Epoch 33 | val 0.2217
  Trial 0 | Epoch 34 | val 0.2216
  Trial 0 | Epoch 35 | val 0.2217
  Trial 0 | Epoch 36 | val 0.2218
  Trial 0 | Epoch 37 | val 0.2221
  Trial 0 | Epoch 38 | val 0.2187
  Trial 0 | Epoch 39 | val 0.2214
  Trial 0 | Epoch 40 | val 0.2197
  Trial 0 | Epoch 41 | val 0.2186
  Trial 0 | Epoch 42 | val 0.2198
  Trial 0 | Epoch 43 | val 0.2194
  Trial 0 | Epoch 44 | val 0.2181
  Trial 0 | Epoch 45 | val 0.2178
  Trial 0 | Epoch 46 | val 0.2186
  Trial 0 | Epoch 47 | val 0.2267
  Trial 0 | Epoch 48 | val 0.2202
  Trial 0 | Epoch 49 | val 0.2209
[I 2026-07-20 14:36:37,819] Trial 0 finished with value: 0.2178115924430448 and parameters: {'gru_hidden': 256, 'mlp_hidden': 256, 'lr': 0.01140836367573441, 'batch_size': 128, 'lambda_future': 0.19937739202219562}. Best is trial 0 with value: 0.2178115924430448.
  Trial 4 | Epoch  0 | val 0.3023
  Trial 4 | Epoch  1 | val 0.2924
  Trial 4 | Epoch  2 | val 0.2797
  Trial 4 | Epoch  3 | val 0.2685
  Trial 4 | Epoch  4 | val 0.2745
  Trial 4 | Epoch  5 | val 0.2769
  Trial 4 | Epoch  6 | val 0.2674
  Trial 4 | Epoch  7 | val 0.2684
  Trial 4 | Epoch  8 | val 0.2641
  Trial 4 | Epoch  9 | val 0.2647
  Trial 4 | Epoch 10 | val 0.2656
  Trial 4 | Epoch 11 | val 0.2634
  Trial 4 | Epoch 12 | val 0.2621
  Trial 4 | Epoch 13 | val 0.2615
  Trial 4 | Epoch 14 | val 0.2612
  Trial 4 | Epoch 15 | val 0.2604
  Trial 4 | Epoch 16 | val 0.2621
  Trial 4 | Epoch 17 | val 0.2593
  Trial 4 | Epoch 18 | val 0.2594
  Trial 4 | Epoch 19 | val 0.2589
  Trial 4 | Epoch 20 | val 0.2588
  Trial 4 | Epoch 21 | val 0.2575
  Trial 4 | Epoch 22 | val 0.2586
  Trial 4 | Epoch 23 | val 0.2570
  Trial 4 | Epoch 24 | val 0.2572
  Trial 4 | Epoch 25 | val 0.2591
  Trial 4 | Epoch 26 | val 0.2575
  Trial 4 | Epoch 27 | val 0.2567
  Trial 4 | Epoch 28 | val 0.2557
  Trial 4 | Epoch 29 | val 0.2566
  Trial 4 | Epoch 30 | val 0.2530
  Trial 4 | Epoch 31 | val 0.2554
  Trial 4 | Epoch 32 | val 0.2546
  Trial 4 | Epoch 33 | val 0.2541
  Trial 4 | Epoch 34 | val 0.2534
  Trial 4 | Epoch 35 | val 0.2544
  Trial 4 | Epoch 36 | val 0.2522
  Trial 4 | Epoch 37 | val 0.2540
  Trial 4 | Epoch 38 | val 0.2514
  Trial 4 | Epoch 39 | val 0.2520
  Trial 4 | Epoch 40 | val 0.2516
  Trial 4 | Epoch 41 | val 0.2516
  Trial 4 | Epoch 42 | val 0.2528
  Trial 4 | Epoch 43 | val 0.2508
  Trial 4 | Epoch 44 | val 0.2518
  Trial 4 | Epoch 45 | val 0.2524
  Trial 4 | Epoch 46 | val 0.2501
  Trial 4 | Epoch 47 | val 0.2530
  Trial 4 | Epoch 48 | val 0.2509
  Trial 4 | Epoch 49 | val 0.2496
[I 2026-07-20 14:38:53,532] Trial 4 finished with value: 0.24959580305703852 and parameters: {'gru_hidden': 512, 'mlp_hidden': 256, 'lr': 0.002082801580488058, 'batch_size': 64, 'lambda_future': 0.41870436641193537}. Best is trial 2 with value: 0.2151012282038844.
  Trial 8 | Epoch  0 | val 0.2629
  Trial 8 | Epoch  1 | val 0.2434
  Trial 8 | Epoch  2 | val 0.2405
  Trial 8 | Epoch  3 | val 0.2428
  Trial 8 | Epoch  4 | val 0.2346
  Trial 8 | Epoch  5 | val 0.2390
  Trial 8 | Epoch  6 | val 0.2346
  Trial 8 | Epoch  7 | val 0.2303
  Trial 8 | Epoch  8 | val 0.2391
  Trial 8 | Epoch  9 | val 0.2297
  Trial 8 | Epoch 10 | val 0.2291
  Trial 8 | Epoch 11 | val 0.2365
  Trial 8 | Epoch 12 | val 0.2319
  Trial 8 | Epoch 13 | val 0.2306
  Trial 8 | Epoch 14 | val 0.2272
  Trial 8 | Epoch 15 | val 0.2318
  Trial 8 | Epoch 16 | val 0.2303
  Trial 8 | Epoch 17 | val 0.2260
  Trial 8 | Epoch 18 | val 0.2281
  Trial 8 | Epoch 19 | val 0.2236
  Trial 8 | Epoch 20 | val 0.2268
  Trial 8 | Epoch 21 | val 0.2291
  Trial 8 | Epoch 22 | val 0.2231
  Trial 8 | Epoch 23 | val 0.2279
  Trial 8 | Epoch 24 | val 0.2216
  Trial 8 | Epoch 25 | val 0.2245
  Trial 8 | Epoch 26 | val 0.2252
  Trial 8 | Epoch 27 | val 0.2257
  Trial 8 | Epoch 28 | val 0.2239
  Trial 8 | Epoch 29 | val 0.2270
  Trial 8 | Epoch 30 | val 0.2255
  Trial 8 | Epoch 31 | val 0.2230
  Trial 8 | Epoch 32 | val 0.2250
  Trial 8 | Epoch 33 | val 0.2259
  Trial 8 | Epoch 34 | val 0.2224
  Trial 8 | Epoch 35 | val 0.2246
  Trial 8 | Epoch 36 | val 0.2213
  Trial 8 | Epoch 37 | val 0.2263
  Trial 8 | Epoch 38 | val 0.2211
[I 2026-07-20 14:40:38,904] Trial 8 pruned. 
  Trial 15 | Epoch  0 | val 0.2236
  Trial 15 | Epoch  1 | val 0.2138
  Trial 15 | Epoch  2 | val 0.2122
  Trial 15 | Epoch  3 | val 0.2097
  Trial 15 | Epoch  4 | val 0.2063
  Trial 15 | Epoch  5 | val 0.2071
  Trial 15 | Epoch  6 | val 0.2054
  Trial 15 | Epoch  7 | val 0.2043
  Trial 15 | Epoch  8 | val 0.2024
  Trial 15 | Epoch  9 | val 0.2033
  Trial 15 | Epoch 10 | val 0.2036
  Trial 15 | Epoch 11 | val 0.2030
  Trial 15 | Epoch 12 | val 0.2007
  Trial 15 | Epoch 13 | val 0.1984
  Trial 15 | Epoch 14 | val 0.2004
  Trial 15 | Epoch 15 | val 0.1995
  Trial 15 | Epoch 16 | val 0.2000
  Trial 15 | Epoch 17 | val 0.2000
  Trial 15 | Epoch 18 | val 0.1975
  Trial 15 | Epoch 19 | val 0.2001
  Trial 15 | Epoch 20 | val 0.1971
  Trial 15 | Epoch 21 | val 0.1997
  Trial 15 | Epoch 22 | val 0.1976
  Trial 15 | Epoch 23 | val 0.1963
  Trial 15 | Epoch 24 | val 0.1971
  Trial 15 | Epoch 25 | val 0.1969
  Trial 15 | Epoch 26 | val 0.1953
  Trial 15 | Epoch 27 | val 0.2001
  Trial 15 | Epoch 28 | val 0.1960
  Trial 15 | Epoch 29 | val 0.1964
  Trial 15 | Epoch 30 | val 0.1939
  Trial 15 | Epoch 31 | val 0.1935
  Trial 15 | Epoch 32 | val 0.1935
  Trial 15 | Epoch 33 | val 0.1953
  Trial 15 | Epoch 34 | val 0.1940
  Trial 15 | Epoch 35 | val 0.1939
  Trial 15 | Epoch 36 | val 0.1930
  Trial 15 | Epoch 37 | val 0.1939
  Trial 15 | Epoch 38 | val 0.1932
  Trial 15 | Epoch 39 | val 0.1951
  Trial 15 | Epoch 40 | val 0.1935
  Trial 15 | Epoch 41 | val 0.1923
  Trial 15 | Epoch 42 | val 0.1929
  Trial 15 | Epoch 43 | val 0.1921
  Trial 15 | Epoch 44 | val 0.1947
  Trial 15 | Epoch 45 | val 0.1922
  Trial 15 | Epoch 46 | val 0.1927
  Trial 15 | Epoch 47 | val 0.1921
  Trial 15 | Epoch 48 | val 0.1913
  Trial 15 | Epoch 49 | val 0.1919
[I 2026-07-20 14:44:39,919] Trial 15 finished with value: 0.19132753439814026 and parameters: {'gru_hidden': 512, 'mlp_hidden': 128, 'lr': 0.005163831403731498, 'batch_size': 32, 'lambda_future': 0.058331847339934254}. Best is trial 15 with value: 0.19132753439814026.
  Trial 19 | Epoch  0 | val 0.2187
  Trial 19 | Epoch  1 | val 0.2169
  Trial 19 | Epoch  2 | val 0.2140
  Trial 19 | Epoch  3 | val 0.2087
  Trial 19 | Epoch  4 | val 0.2054
  Trial 19 | Epoch  5 | val 0.2065
  Trial 19 | Epoch  6 | val 0.2076
  Trial 19 | Epoch  7 | val 0.2043
  Trial 19 | Epoch  8 | val 0.2027
  Trial 19 | Epoch  9 | val 0.2045
  Trial 19 | Epoch 10 | val 0.2035
  Trial 19 | Epoch 11 | val 0.2033
  Trial 19 | Epoch 12 | val 0.2015
  Trial 19 | Epoch 13 | val 0.2018
  Trial 19 | Epoch 14 | val 0.2003
  Trial 19 | Epoch 15 | val 0.2009
  Trial 19 | Epoch 16 | val 0.1987
  Trial 19 | Epoch 17 | val 0.1984
  Trial 19 | Epoch 18 | val 0.1983
  Trial 19 | Epoch 19 | val 0.1983
  Trial 19 | Epoch 20 | val 0.1972
  Trial 19 | Epoch 21 | val 0.1977
  Trial 19 | Epoch 22 | val 0.1978
  Trial 19 | Epoch 23 | val 0.1969
  Trial 19 | Epoch 24 | val 0.1961
  Trial 19 | Epoch 25 | val 0.1970
  Trial 19 | Epoch 26 | val 0.1988
  Trial 19 | Epoch 27 | val 0.1993
  Trial 19 | Epoch 28 | val 0.1958
  Trial 19 | Epoch 29 | val 0.1950
  Trial 19 | Epoch 30 | val 0.1931
  Trial 19 | Epoch 31 | val 0.1952
  Trial 19 | Epoch 32 | val 0.1944
  Trial 19 | Epoch 33 | val 0.1935
  Trial 19 | Epoch 34 | val 0.1969
  Trial 19 | Epoch 35 | val 0.1940
  Trial 19 | Epoch 36 | val 0.1960
  Trial 19 | Epoch 37 | val 0.1952
  Trial 19 | Epoch 38 | val 0.1946
  Trial 19 | Epoch 39 | val 0.1936
  Trial 19 | Epoch 40 | val 0.1942
  Trial 19 | Epoch 41 | val 0.1927
  Trial 19 | Epoch 42 | val 0.1942
  Trial 19 | Epoch 43 | val 0.1934
  Trial 19 | Epoch 44 | val 0.1939
  Trial 19 | Epoch 45 | val 0.1940
  Trial 19 | Epoch 46 | val 0.1944
  Trial 19 | Epoch 47 | val 0.1933
  Trial 19 | Epoch 48 | val 0.1935
  Trial 19 | Epoch 49 | val 0.1926
[I 2026-07-20 14:48:35,899] Trial 19 finished with value: 0.19264786429049677 and parameters: {'gru_hidden': 512, 'mlp_hidden': 128, 'lr': 0.0053347112706865485, 'batch_size': 32, 'lambda_future': 0.05872198036808351}. Best is trial 18 with value: 0.19037109304066988.
  Trial 25 | Epoch  0 | val 0.2344
  Trial 25 | Epoch  1 | val 0.2238
  Trial 25 | Epoch  2 | val 0.2226
  Trial 25 | Epoch  3 | val 0.2232
  Trial 25 | Epoch  4 | val 0.2201
  Trial 25 | Epoch  5 | val 0.2201
  Trial 25 | Epoch  6 | val 0.2160
  Trial 25 | Epoch  7 | val 0.2150
  Trial 25 | Epoch  8 | val 0.2149
  Trial 25 | Epoch  9 | val 0.2140
  Trial 25 | Epoch 10 | val 0.2131
  Trial 25 | Epoch 11 | val 0.2118
  Trial 25 | Epoch 12 | val 0.2109
  Trial 25 | Epoch 13 | val 0.2111
  Trial 25 | Epoch 14 | val 0.2115
  Trial 25 | Epoch 15 | val 0.2092
  Trial 25 | Epoch 16 | val 0.2106
  Trial 25 | Epoch 17 | val 0.2075
  Trial 25 | Epoch 18 | val 0.2111
[I 2026-07-20 14:50:02,303] Trial 25 pruned. 
  Trial 27 | Epoch  0 | val 0.2336
  Trial 27 | Epoch  1 | val 0.2259
  Trial 27 | Epoch  2 | val 0.2196
  Trial 27 | Epoch  3 | val 0.2199
  Trial 27 | Epoch  4 | val 0.2175
  Trial 27 | Epoch  5 | val 0.2196
  Trial 27 | Epoch  6 | val 0.2152
  Trial 27 | Epoch  7 | val 0.2127
  Trial 27 | Epoch  8 | val 0.2146
  Trial 27 | Epoch  9 | val 0.2136
  Trial 27 | Epoch 10 | val 0.2171
  Trial 27 | Epoch 11 | val 0.2125
  Trial 27 | Epoch 12 | val 0.2113
  Trial 27 | Epoch 13 | val 0.2145
  Trial 27 | Epoch 14 | val 0.2122
  Trial 27 | Epoch 15 | val 0.2117
[I 2026-07-20 14:51:22,599] Trial 27 pruned. 
  Trial 29 | Epoch  0 | val 0.2593
  Trial 29 | Epoch  1 | val 0.2458
  Trial 29 | Epoch  2 | val 0.2402
  Trial 29 | Epoch  3 | val 0.2381
  Trial 29 | Epoch  4 | val 0.2383
  Trial 29 | Epoch  5 | val 0.2388
  Trial 29 | Epoch  6 | val 0.2351
  Trial 29 | Epoch  7 | val 0.2334
  Trial 29 | Epoch  8 | val 0.2337
[I 2026-07-20 14:52:04,736] Trial 29 pruned. 
  Trial 31 | Epoch  0 | val 0.2268
  Trial 31 | Epoch  1 | val 0.2206
  Trial 31 | Epoch  2 | val 0.2134
  Trial 31 | Epoch  3 | val 0.2140
  Trial 31 | Epoch  4 | val 0.2133
  Trial 31 | Epoch  5 | val 0.2113
  Trial 31 | Epoch  6 | val 0.2101
  Trial 31 | Epoch  7 | val 0.2100
  Trial 31 | Epoch  8 | val 0.2074
  Trial 31 | Epoch  9 | val 0.2085
  Trial 31 | Epoch 10 | val 0.2095
  Trial 31 | Epoch 11 | val 0.2076
  Trial 31 | Epoch 12 | val 0.2058
  Trial 31 | Epoch 13 | val 0.2065
  Trial 31 | Epoch 14 | val 0.2053
  Trial 31 | Epoch 15 | val 0.2043
  Trial 31 | Epoch 16 | val 0.2044
  Trial 31 | Epoch 17 | val 0.2071
  Trial 31 | Epoch 18 | val 0.2048
  Trial 31 | Epoch 19 | val 0.2040
  Trial 31 | Epoch 20 | val 0.2043
  Trial 31 | Epoch 21 | val 0.2020
  Trial 31 | Epoch 22 | val 0.2022
  Trial 31 | Epoch 23 | val 0.2007
  Trial 31 | Epoch 24 | val 0.2010
  Trial 31 | Epoch 25 | val 0.2011
  Trial 31 | Epoch 26 | val 0.2009
[I 2026-07-20 14:54:13,739] Trial 31 pruned. 
  Trial 40 | Epoch  0 | val 0.2460
  Trial 40 | Epoch  1 | val 0.2326
  Trial 40 | Epoch  2 | val 0.2281
  Trial 40 | Epoch  3 | val 0.2272
  Trial 40 | Epoch  4 | val 0.2235
  Trial 40 | Epoch  5 | val 0.2218
  Trial 40 | Epoch  6 | val 0.2210
  Trial 40 | Epoch  7 | val 0.2202
  Trial 40 | Epoch  8 | val 0.2212
[I 2026-07-20 14:54:26,961] Trial 40 pruned. 
  Trial 44 | Epoch  0 | val 0.2427
  Trial 44 | Epoch  1 | val 0.2195
  Trial 44 | Epoch  2 | val 0.2149
  Trial 44 | Epoch  3 | val 0.2150
  Trial 44 | Epoch  4 | val 0.2091
  Trial 44 | Epoch  5 | val 0.2080
  Trial 44 | Epoch  6 | val 0.2072
  Trial 44 | Epoch  7 | val 0.2071
  Trial 44 | Epoch  8 | val 0.2050
  Trial 44 | Epoch  9 | val 0.2061
  Trial 44 | Epoch 10 | val 0.2055
  Trial 44 | Epoch 11 | val 0.2041
  Trial 44 | Epoch 12 | val 0.2032
  Trial 44 | Epoch 13 | val 0.2029
  Trial 44 | Epoch 14 | val 0.2043
  Trial 44 | Epoch 15 | val 0.2016
  Trial 44 | Epoch 16 | val 0.2005
  Trial 44 | Epoch 17 | val 0.2007
  Trial 44 | Epoch 18 | val 0.2017
  Trial 44 | Epoch 19 | val 0.2009
  Trial 44 | Epoch 20 | val 0.2026
  Trial 44 | Epoch 21 | val 0.2001
