Device: cuda | threads: 4
=== FASE 2 | 8 trial (questo worker) | 30 epoche ===

Caricamento dataset...
Trovati 34 trial.
  [trial_20260519_151133.csv] attenzione: calibrazione a riposo su 37 campioni (< 50)
Dataset: 27290 campioni da 34 trial.

--- Fase 2, architettura #1: gru=512, mlp=64 ---

[I 2026-07-20 14:03:28,968] Using an existing study with name 'fish_forward_phase2_arch1' instead of creating a new one.
  Trial 2 | Epoch  0 | val 0.5472
  Trial 2 | Epoch  1 | val 0.5058
  Trial 2 | Epoch  2 | val 0.4683
  Trial 2 | Epoch  3 | val 0.4520
  Trial 2 | Epoch  4 | val 0.4309
  Trial 2 | Epoch  5 | val 0.4231
  Trial 2 | Epoch  6 | val 0.4138
  Trial 2 | Epoch  7 | val 0.4092
  Trial 2 | Epoch  8 | val 0.4007
  Trial 2 | Epoch  9 | val 0.3965
  Trial 2 | Epoch 10 | val 0.3906
  Trial 2 | Epoch 11 | val 0.3904
  Trial 2 | Epoch 12 | val 0.3833
  Trial 2 | Epoch 13 | val 0.3832
  Trial 2 | Epoch 14 | val 0.3797
  Trial 2 | Epoch 15 | val 0.3751
  Trial 2 | Epoch 16 | val 0.3741
  Trial 2 | Epoch 17 | val 0.3746
  Trial 2 | Epoch 18 | val 0.3707
  Trial 2 | Epoch 19 | val 0.3724
  Trial 2 | Epoch 20 | val 0.3683
  Trial 2 | Epoch 21 | val 0.3687
  Trial 2 | Epoch 22 | val 0.3689
  Trial 2 | Epoch 23 | val 0.3643
  Trial 2 | Epoch 24 | val 0.3658
  Trial 2 | Epoch 25 | val 0.3621
  Trial 2 | Epoch 26 | val 0.3626
  Trial 2 | Epoch 27 | val 0.3618
  Trial 2 | Epoch 28 | val 0.3597
  Trial 2 | Epoch 29 | val 0.3616
[I 2026-07-20 14:04:54,375] Trial 2 finished with value: 0.359678031053654 and parameters: {'lr': 0.00013258609017407366, 'batch_size': 64, 'lambda_future': 0.9567402406707334}. Best is trial 2 with value: 0.359678031053654.
  Trial 6 | Epoch  0 | val 0.5344
  Trial 6 | Epoch  1 | val 0.4877
  Trial 6 | Epoch  2 | val 0.4676
  Trial 6 | Epoch  3 | val 0.4590
  Trial 6 | Epoch  4 | val 0.4542
  Trial 6 | Epoch  5 | val 0.4433
  Trial 6 | Epoch  6 | val 0.4426
  Trial 6 | Epoch  7 | val 0.4375
  Trial 6 | Epoch  8 | val 0.4331
  Trial 6 | Epoch  9 | val 0.4298
  Trial 6 | Epoch 10 | val 0.4340
  Trial 6 | Epoch 11 | val 0.4275
  Trial 6 | Epoch 12 | val 0.4270
  Trial 6 | Epoch 13 | val 0.4262
  Trial 6 | Epoch 14 | val 0.4245
  Trial 6 | Epoch 15 | val 0.4241
  Trial 6 | Epoch 16 | val 0.4237
  Trial 6 | Epoch 17 | val 0.4205
  Trial 6 | Epoch 18 | val 0.4235
  Trial 6 | Epoch 19 | val 0.4218
  Trial 6 | Epoch 20 | val 0.4190
  Trial 6 | Epoch 21 | val 0.4216
  Trial 6 | Epoch 22 | val 0.4243
  Trial 6 | Epoch 23 | val 0.4191
  Trial 6 | Epoch 24 | val 0.4175
  Trial 6 | Epoch 25 | val 0.4150
  Trial 6 | Epoch 26 | val 0.4179
  Trial 6 | Epoch 27 | val 0.4145
  Trial 6 | Epoch 28 | val 0.4158
[I 2026-07-20 14:07:10,830] Trial 6 pruned. 
  Trial 11 | Epoch  0 | val 0.4625
  Trial 11 | Epoch  1 | val 0.4093
  Trial 11 | Epoch  2 | val 0.3864
  Trial 11 | Epoch  3 | val 0.3735
  Trial 11 | Epoch  4 | val 0.3665
  Trial 11 | Epoch  5 | val 0.3583
  Trial 11 | Epoch  6 | val 0.3548
  Trial 11 | Epoch  7 | val 0.3519
  Trial 11 | Epoch  8 | val 0.3493
  Trial 11 | Epoch  9 | val 0.3454
  Trial 11 | Epoch 10 | val 0.3430
  Trial 11 | Epoch 11 | val 0.3409
  Trial 11 | Epoch 12 | val 0.3428
  Trial 11 | Epoch 13 | val 0.3375
  Trial 11 | Epoch 14 | val 0.3406
  Trial 11 | Epoch 15 | val 0.3375
  Trial 11 | Epoch 16 | val 0.3363
  Trial 11 | Epoch 17 | val 0.3363
  Trial 11 | Epoch 18 | val 0.3342
  Trial 11 | Epoch 19 | val 0.3368
  Trial 11 | Epoch 20 | val 0.3342
  Trial 11 | Epoch 21 | val 0.3326
  Trial 11 | Epoch 22 | val 0.3338
  Trial 11 | Epoch 23 | val 0.3349
  Trial 11 | Epoch 24 | val 0.3332
  Trial 11 | Epoch 25 | val 0.3325
  Trial 11 | Epoch 26 | val 0.3336
  Trial 11 | Epoch 27 | val 0.3317
  Trial 11 | Epoch 28 | val 0.3321
  Trial 11 | Epoch 29 | val 0.3304
[I 2026-07-20 14:07:50,371] Trial 11 finished with value: 0.33035444450932877 and parameters: {'lr': 0.0007648846258542878, 'batch_size': 128, 'lambda_future': 0.8603491107905494}. Best is trial 11 with value: 0.33035444450932877.
  Trial 15 | Epoch  0 | val 0.3296
  Trial 15 | Epoch  1 | val 0.2939
  Trial 15 | Epoch  2 | val 0.2727
  Trial 15 | Epoch  3 | val 0.2638
  Trial 15 | Epoch  4 | val 0.2593
  Trial 15 | Epoch  5 | val 0.2545
  Trial 15 | Epoch  6 | val 0.2519
  Trial 15 | Epoch  7 | val 0.2497
  Trial 15 | Epoch  8 | val 0.2482
  Trial 15 | Epoch  9 | val 0.2453
  Trial 15 | Epoch 10 | val 0.2433
  Trial 15 | Epoch 11 | val 0.2429
  Trial 15 | Epoch 12 | val 0.2422
  Trial 15 | Epoch 13 | val 0.2421
  Trial 15 | Epoch 14 | val 0.2407
  Trial 15 | Epoch 15 | val 0.2403
  Trial 15 | Epoch 16 | val 0.2394
  Trial 15 | Epoch 17 | val 0.2396
  Trial 15 | Epoch 18 | val 0.2378
  Trial 15 | Epoch 19 | val 0.2393
  Trial 15 | Epoch 20 | val 0.2391
  Trial 15 | Epoch 21 | val 0.2374
  Trial 15 | Epoch 22 | val 0.2387
  Trial 15 | Epoch 23 | val 0.2372
  Trial 15 | Epoch 24 | val 0.2367
  Trial 15 | Epoch 25 | val 0.2361
  Trial 15 | Epoch 26 | val 0.2365
  Trial 15 | Epoch 27 | val 0.2369
  Trial 15 | Epoch 28 | val 0.2378
  Trial 15 | Epoch 29 | val 0.2349
[I 2026-07-20 14:08:40,010] Trial 15 finished with value: 0.23489324679208357 and parameters: {'lr': 0.0009451539842422888, 'batch_size': 128, 'lambda_future': 0.27004246367836515}. Best is trial 13 with value: 0.20581498534180398.
  Trial 19 | Epoch  0 | val 0.2390
  Trial 19 | Epoch  1 | val 0.2285
  Trial 19 | Epoch  2 | val 0.2216
  Trial 19 | Epoch  3 | val 0.2180
  Trial 19 | Epoch  4 | val 0.2159
  Trial 19 | Epoch  5 | val 0.2130
  Trial 19 | Epoch  6 | val 0.2170
  Trial 19 | Epoch  7 | val 0.2142
  Trial 19 | Epoch  8 | val 0.2130
  Trial 19 | Epoch  9 | val 0.2101
  Trial 19 | Epoch 10 | val 0.2099
  Trial 19 | Epoch 11 | val 0.2106
  Trial 19 | Epoch 12 | val 0.2083
  Trial 19 | Epoch 13 | val 0.2098
  Trial 19 | Epoch 14 | val 0.2101
  Trial 19 | Epoch 15 | val 0.2086
  Trial 19 | Epoch 16 | val 0.2076
  Trial 19 | Epoch 17 | val 0.2078
  Trial 19 | Epoch 18 | val 0.2065
  Trial 19 | Epoch 19 | val 0.2072
  Trial 19 | Epoch 20 | val 0.2078
  Trial 19 | Epoch 21 | val 0.2053
  Trial 19 | Epoch 22 | val 0.2090
  Trial 19 | Epoch 23 | val 0.2060
  Trial 19 | Epoch 24 | val 0.2075
  Trial 19 | Epoch 25 | val 0.2054
  Trial 19 | Epoch 26 | val 0.2057
  Trial 19 | Epoch 27 | val 0.2035
  Trial 19 | Epoch 28 | val 0.2037
  Trial 19 | Epoch 29 | val 0.2031
[I 2026-07-20 14:09:25,411] Trial 19 finished with value: 0.2031267489804778 and parameters: {'lr': 0.004992433593728105, 'batch_size': 128, 'lambda_future': 0.10123526277742867}. Best is trial 19 with value: 0.2031267489804778.
  Trial 23 | Epoch  0 | val 0.3468
  Trial 23 | Epoch  1 | val 0.3143
  Trial 23 | Epoch  2 | val 0.2947
  Trial 23 | Epoch  3 | val 0.2897
  Trial 23 | Epoch  4 | val 0.2845
  Trial 23 | Epoch  5 | val 0.2864
  Trial 23 | Epoch  6 | val 0.2818
  Trial 23 | Epoch  7 | val 0.2835
  Trial 23 | Epoch  8 | val 0.2920
  Trial 23 | Epoch  9 | val 0.2791
  Trial 23 | Epoch 10 | val 0.2788
  Trial 23 | Epoch 11 | val 0.2808
  Trial 23 | Epoch 12 | val 0.2817
  Trial 23 | Epoch 13 | val 0.2781
  Trial 23 | Epoch 14 | val 0.2788
  Trial 23 | Epoch 15 | val 0.2783
  Trial 23 | Epoch 16 | val 0.2772
  Trial 23 | Epoch 17 | val 0.2782
  Trial 23 | Epoch 18 | val 0.2760
  Trial 23 | Epoch 19 | val 0.2769
  Trial 23 | Epoch 20 | val 0.2760
  Trial 23 | Epoch 21 | val 0.2771
  Trial 23 | Epoch 22 | val 0.2763
  Trial 23 | Epoch 23 | val 0.2738
  Trial 23 | Epoch 24 | val 0.2745
  Trial 23 | Epoch 25 | val 0.2742
  Trial 23 | Epoch 26 | val 0.2751
  Trial 23 | Epoch 27 | val 0.2741
  Trial 23 | Epoch 28 | val 0.2713
  Trial 23 | Epoch 29 | val 0.2748
[I 2026-07-20 14:10:10,671] Trial 23 finished with value: 0.2713382604510285 and parameters: {'lr': 0.002990337957016117, 'batch_size': 128, 'lambda_future': 0.5194852286479678}. Best is trial 19 with value: 0.2031267489804778.
  Trial 27 | Epoch  0 | val 0.2548
  Trial 27 | Epoch  1 | val 0.2339
  Trial 27 | Epoch  2 | val 0.2291
  Trial 27 | Epoch  3 | val 0.2227
  Trial 27 | Epoch  4 | val 0.2218
  Trial 27 | Epoch  5 | val 0.2202
  Trial 27 | Epoch  6 | val 0.2188
  Trial 27 | Epoch  7 | val 0.2170
  Trial 27 | Epoch  8 | val 0.2175
  Trial 27 | Epoch  9 | val 0.2171
  Trial 27 | Epoch 10 | val 0.2160
  Trial 27 | Epoch 11 | val 0.2163
  Trial 27 | Epoch 12 | val 0.2162
  Trial 27 | Epoch 13 | val 0.2162
  Trial 27 | Epoch 14 | val 0.2144
  Trial 27 | Epoch 15 | val 0.2139
  Trial 27 | Epoch 16 | val 0.2144
  Trial 27 | Epoch 17 | val 0.2139
  Trial 27 | Epoch 18 | val 0.2130
  Trial 27 | Epoch 19 | val 0.2116
  Trial 27 | Epoch 20 | val 0.2123
  Trial 27 | Epoch 21 | val 0.2120
  Trial 27 | Epoch 22 | val 0.2126
  Trial 27 | Epoch 23 | val 0.2114
  Trial 27 | Epoch 24 | val 0.2120
  Trial 27 | Epoch 25 | val 0.2100
  Trial 27 | Epoch 26 | val 0.2092
  Trial 27 | Epoch 27 | val 0.2119
  Trial 27 | Epoch 28 | val 0.2113
  Trial 27 | Epoch 29 | val 0.2088
[I 2026-07-20 14:10:55,249] Trial 27 finished with value: 0.20876702666282654 and parameters: {'lr': 0.0031235497171420877, 'batch_size': 128, 'lambda_future': 0.1284880681875765}. Best is trial 19 with value: 0.2031267489804778.
  Trial 30 | Epoch  0 | val 0.3290
  Trial 30 | Epoch  1 | val 0.2941
  Trial 30 | Epoch  2 | val 0.2827
  Trial 30 | Epoch  3 | val 0.2786
  Trial 30 | Epoch  4 | val 0.2724
  Trial 30 | Epoch  5 | val 0.2670
  Trial 30 | Epoch  6 | val 0.2682
  Trial 30 | Epoch  7 | val 0.2675
  Trial 30 | Epoch  8 | val 0.2640
  Trial 30 | Epoch  9 | val 0.2648
  Trial 30 | Epoch 10 | val 0.2626
  Trial 30 | Epoch 11 | val 0.2627
  Trial 30 | Epoch 12 | val 0.2610
  Trial 30 | Epoch 13 | val 0.2601
  Trial 30 | Epoch 14 | val 0.2616
  Trial 30 | Epoch 15 | val 0.2589
  Trial 30 | Epoch 16 | val 0.2577
  Trial 30 | Epoch 17 | val 0.2581
  Trial 30 | Epoch 18 | val 0.2578
  Trial 30 | Epoch 19 | val 0.2595
  Trial 30 | Epoch 20 | val 0.2568
  Trial 30 | Epoch 21 | val 0.2568
  Trial 30 | Epoch 22 | val 0.2564
  Trial 30 | Epoch 23 | val 0.2557
  Trial 30 | Epoch 24 | val 0.2554
  Trial 30 | Epoch 25 | val 0.2565
  Trial 30 | Epoch 26 | val 0.2542
  Trial 30 | Epoch 27 | val 0.2559
  Trial 30 | Epoch 28 | val 0.2532
  Trial 30 | Epoch 29 | val 0.2525
[I 2026-07-20 14:11:38,750] Trial 30 finished with value: 0.25248377995435584 and parameters: {'lr': 0.0016900608126408192, 'batch_size': 128, 'lambda_future': 0.3973647837887926}. Best is trial 19 with value: 0.2031267489804778.

--- Fase 2, architettura #2: gru=512, mlp=128 ---

[I 2026-07-20 14:11:38,752] Using an existing study with name 'fish_forward_phase2_arch2' instead of creating a new one.
  Trial 2 | Epoch  0 | val 0.4713
  Trial 2 | Epoch  1 | val 0.4252
  Trial 2 | Epoch  2 | val 0.4048
  Trial 2 | Epoch  3 | val 0.3948
  Trial 2 | Epoch  4 | val 0.3919
  Trial 2 | Epoch  5 | val 0.3851
  Trial 2 | Epoch  6 | val 0.3863
  Trial 2 | Epoch  7 | val 0.3770
  Trial 2 | Epoch  8 | val 0.3842
  Trial 2 | Epoch  9 | val 0.3781
  Trial 2 | Epoch 10 | val 0.3807
  Trial 2 | Epoch 11 | val 0.3707
  Trial 2 | Epoch 12 | val 0.3770
  Trial 2 | Epoch 13 | val 0.3756
  Trial 2 | Epoch 14 | val 0.3715
  Trial 2 | Epoch 15 | val 0.3727
  Trial 2 | Epoch 16 | val 0.3696
  Trial 2 | Epoch 17 | val 0.3680
  Trial 2 | Epoch 18 | val 0.3692
  Trial 2 | Epoch 19 | val 0.3713
  Trial 2 | Epoch 20 | val 0.3706
  Trial 2 | Epoch 21 | val 0.3682
  Trial 2 | Epoch 22 | val 0.3709
  Trial 2 | Epoch 23 | val 0.3735
  Trial 2 | Epoch 24 | val 0.3691
