Device: cuda | threads: 4
=== FASE 2 | 8 trial (questo worker) | 30 epoche ===

Caricamento dataset...
Trovati 34 trial.
  [trial_20260519_151133.csv] attenzione: calibrazione a riposo su 37 campioni (< 50)
Dataset: 27290 campioni da 34 trial.

--- Fase 2, architettura #1: gru=512, mlp=64 ---

[I 2026-07-20 14:03:27,096] Using an existing study with name 'fish_forward_phase2_arch1' instead of creating a new one.
  Trial 1 | Epoch  0 | val 0.6062
  Trial 1 | Epoch  1 | val 0.5498
  Trial 1 | Epoch  2 | val 0.5196
  Trial 1 | Epoch  3 | val 0.5027
  Trial 1 | Epoch  4 | val 0.4896
  Trial 1 | Epoch  5 | val 0.4853
  Trial 1 | Epoch  6 | val 0.4724
  Trial 1 | Epoch  7 | val 0.4701
  Trial 1 | Epoch  8 | val 0.4645
  Trial 1 | Epoch  9 | val 0.4642
  Trial 1 | Epoch 10 | val 0.4579
  Trial 1 | Epoch 11 | val 0.4643
  Trial 1 | Epoch 12 | val 0.4561
  Trial 1 | Epoch 13 | val 0.4593
  Trial 1 | Epoch 14 | val 0.4544
  Trial 1 | Epoch 15 | val 0.4515
  Trial 1 | Epoch 16 | val 0.4507
  Trial 1 | Epoch 17 | val 0.4510
  Trial 1 | Epoch 18 | val 0.4490
  Trial 1 | Epoch 19 | val 0.4518
  Trial 1 | Epoch 20 | val 0.4486
  Trial 1 | Epoch 21 | val 0.4480
  Trial 1 | Epoch 22 | val 0.4530
  Trial 1 | Epoch 23 | val 0.4439
  Trial 1 | Epoch 24 | val 0.4506
  Trial 1 | Epoch 25 | val 0.4440
  Trial 1 | Epoch 26 | val 0.4460
  Trial 1 | Epoch 27 | val 0.4456
  Trial 1 | Epoch 28 | val 0.4446
  Trial 1 | Epoch 29 | val 0.4465
[I 2026-07-20 14:04:52,287] Trial 1 finished with value: 0.4439220106185869 and parameters: {'lr': 0.00043159050790598515, 'batch_size': 64, 'lambda_future': 1.564884973451589}. Best is trial 3 with value: 0.43865861657053923.
  Trial 5 | Epoch  0 | val 0.4652
  Trial 5 | Epoch  1 | val 0.4370
  Trial 5 | Epoch  2 | val 0.4249
  Trial 5 | Epoch  3 | val 0.4168
  Trial 5 | Epoch  4 | val 0.4181
  Trial 5 | Epoch  5 | val 0.4126
  Trial 5 | Epoch  6 | val 0.4125
  Trial 5 | Epoch  7 | val 0.4128
  Trial 5 | Epoch  8 | val 0.4056
  Trial 5 | Epoch  9 | val 0.4079
  Trial 5 | Epoch 10 | val 0.4113
  Trial 5 | Epoch 11 | val 0.4054
  Trial 5 | Epoch 12 | val 0.4069
  Trial 5 | Epoch 13 | val 0.4067
  Trial 5 | Epoch 14 | val 0.4018
  Trial 5 | Epoch 15 | val 0.4037
  Trial 5 | Epoch 16 | val 0.4027
  Trial 5 | Epoch 17 | val 0.4019
  Trial 5 | Epoch 18 | val 0.4034
  Trial 5 | Epoch 19 | val 0.4013
  Trial 5 | Epoch 20 | val 0.3988
  Trial 5 | Epoch 21 | val 0.4022
  Trial 5 | Epoch 22 | val 0.4086
  Trial 5 | Epoch 23 | val 0.4020
  Trial 5 | Epoch 24 | val 0.3992
  Trial 5 | Epoch 25 | val 0.3963
  Trial 5 | Epoch 26 | val 0.3966
  Trial 5 | Epoch 27 | val 0.3952
  Trial 5 | Epoch 28 | val 0.3948
  Trial 5 | Epoch 29 | val 0.3993
[I 2026-07-20 14:07:13,572] Trial 5 finished with value: 0.3948469369383583 and parameters: {'lr': 0.0010675297764757296, 'batch_size': 32, 'lambda_future': 1.3062296345233373}. Best is trial 7 with value: 0.33076277721759884.
  Trial 12 | Epoch  0 | val 0.4905
  Trial 12 | Epoch  1 | val 0.4411
  Trial 12 | Epoch  2 | val 0.4342
  Trial 12 | Epoch  3 | val 0.4341
  Trial 12 | Epoch  4 | val 0.4158
  Trial 12 | Epoch  5 | val 0.4125
  Trial 12 | Epoch  6 | val 0.4113
  Trial 12 | Epoch  7 | val 0.4107
  Trial 12 | Epoch  8 | val 0.4135
[I 2026-07-20 14:08:01,989] Trial 12 pruned. 
  Trial 16 | Epoch  0 | val 0.2999
  Trial 16 | Epoch  1 | val 0.2701
  Trial 16 | Epoch  2 | val 0.2603
  Trial 16 | Epoch  3 | val 0.2581
  Trial 16 | Epoch  4 | val 0.2500
  Trial 16 | Epoch  5 | val 0.2468
  Trial 16 | Epoch  6 | val 0.2447
  Trial 16 | Epoch  7 | val 0.2437
  Trial 16 | Epoch  8 | val 0.2425
  Trial 16 | Epoch  9 | val 0.2450
  Trial 16 | Epoch 10 | val 0.2391
  Trial 16 | Epoch 11 | val 0.2394
  Trial 16 | Epoch 12 | val 0.2382
  Trial 16 | Epoch 13 | val 0.2406
  Trial 16 | Epoch 14 | val 0.2387
  Trial 16 | Epoch 15 | val 0.2382
  Trial 16 | Epoch 16 | val 0.2363
  Trial 16 | Epoch 17 | val 0.2386
  Trial 16 | Epoch 18 | val 0.2361
  Trial 16 | Epoch 19 | val 0.2351
  Trial 16 | Epoch 20 | val 0.2353
  Trial 16 | Epoch 21 | val 0.2375
  Trial 16 | Epoch 22 | val 0.2343
  Trial 16 | Epoch 23 | val 0.2361
  Trial 16 | Epoch 24 | val 0.2346
  Trial 16 | Epoch 25 | val 0.2326
  Trial 16 | Epoch 26 | val 0.2332
  Trial 16 | Epoch 27 | val 0.2329
  Trial 16 | Epoch 28 | val 0.2332
  Trial 16 | Epoch 29 | val 0.2353
[I 2026-07-20 14:08:52,217] Trial 16 finished with value: 0.23259936619636623 and parameters: {'lr': 0.0016395383271611684, 'batch_size': 128, 'lambda_future': 0.26271095413632906}. Best is trial 13 with value: 0.20581498534180398.
  Trial 20 | Epoch  0 | val 0.3296
  Trial 20 | Epoch  1 | val 0.3044
  Trial 20 | Epoch  2 | val 0.2990
  Trial 20 | Epoch  3 | val 0.2951
  Trial 20 | Epoch  4 | val 0.2926
  Trial 20 | Epoch  5 | val 0.2903
  Trial 20 | Epoch  6 | val 0.2934
  Trial 20 | Epoch  7 | val 0.2904
  Trial 20 | Epoch  8 | val 0.2906
  Trial 20 | Epoch  9 | val 0.2863
  Trial 20 | Epoch 10 | val 0.2873
  Trial 20 | Epoch 11 | val 0.2900
  Trial 20 | Epoch 12 | val 0.2843
  Trial 20 | Epoch 13 | val 0.2862
  Trial 20 | Epoch 14 | val 0.2858
  Trial 20 | Epoch 15 | val 0.2885
  Trial 20 | Epoch 16 | val 0.2828
  Trial 20 | Epoch 17 | val 0.2878
  Trial 20 | Epoch 18 | val 0.2815
  Trial 20 | Epoch 19 | val 0.2818
  Trial 20 | Epoch 20 | val 0.2822
  Trial 20 | Epoch 21 | val 0.2818
  Trial 20 | Epoch 22 | val 0.2839
  Trial 20 | Epoch 23 | val 0.2819
  Trial 20 | Epoch 24 | val 0.2820
  Trial 20 | Epoch 25 | val 0.2802
  Trial 20 | Epoch 26 | val 0.2811
  Trial 20 | Epoch 27 | val 0.2827
  Trial 20 | Epoch 28 | val 0.2817
  Trial 20 | Epoch 29 | val 0.2797
[I 2026-07-20 14:09:37,661] Trial 20 finished with value: 0.2796679991622304 and parameters: {'lr': 0.0048694155239669855, 'batch_size': 128, 'lambda_future': 0.5630333722678307}. Best is trial 19 with value: 0.2031267489804778.
  Trial 24 | Epoch  0 | val 0.3270
  Trial 24 | Epoch  1 | val 0.3059
  Trial 24 | Epoch  2 | val 0.2919
  Trial 24 | Epoch  3 | val 0.2860
  Trial 24 | Epoch  4 | val 0.2825
  Trial 24 | Epoch  5 | val 0.2813
  Trial 24 | Epoch  6 | val 0.2786
  Trial 24 | Epoch  7 | val 0.2773
  Trial 24 | Epoch  8 | val 0.2808
  Trial 24 | Epoch  9 | val 0.2761
  Trial 24 | Epoch 10 | val 0.2749
  Trial 24 | Epoch 11 | val 0.2766
  Trial 24 | Epoch 12 | val 0.2734
  Trial 24 | Epoch 13 | val 0.2744
  Trial 24 | Epoch 14 | val 0.2733
  Trial 24 | Epoch 15 | val 0.2729
  Trial 24 | Epoch 16 | val 0.2728
  Trial 24 | Epoch 17 | val 0.2741
  Trial 24 | Epoch 18 | val 0.2768
  Trial 24 | Epoch 19 | val 0.2711
  Trial 24 | Epoch 20 | val 0.2696
  Trial 24 | Epoch 21 | val 0.2754
  Trial 24 | Epoch 22 | val 0.2707
  Trial 24 | Epoch 23 | val 0.2732
  Trial 24 | Epoch 24 | val 0.2700
  Trial 24 | Epoch 25 | val 0.2723
  Trial 24 | Epoch 26 | val 0.2702
  Trial 24 | Epoch 27 | val 0.2686
  Trial 24 | Epoch 28 | val 0.2735
  Trial 24 | Epoch 29 | val 0.2689
[I 2026-07-20 14:10:22,927] Trial 24 finished with value: 0.2685901976602022 and parameters: {'lr': 0.0027045382111856487, 'batch_size': 128, 'lambda_future': 0.4950453644027647}. Best is trial 19 with value: 0.2031267489804778.
  Trial 28 | Epoch  0 | val 0.2776
  Trial 28 | Epoch  1 | val 0.2440
  Trial 28 | Epoch  2 | val 0.2322
  Trial 28 | Epoch  3 | val 0.2289
  Trial 28 | Epoch  4 | val 0.2237
  Trial 28 | Epoch  5 | val 0.2194
  Trial 28 | Epoch  6 | val 0.2177
  Trial 28 | Epoch  7 | val 0.2170
  Trial 28 | Epoch  8 | val 0.2182
  Trial 28 | Epoch  9 | val 0.2146
  Trial 28 | Epoch 10 | val 0.2140
  Trial 28 | Epoch 11 | val 0.2181
  Trial 28 | Epoch 12 | val 0.2156
  Trial 28 | Epoch 13 | val 0.2133
  Trial 28 | Epoch 14 | val 0.2138
  Trial 28 | Epoch 15 | val 0.2127
  Trial 28 | Epoch 16 | val 0.2115
  Trial 28 | Epoch 17 | val 0.2118
  Trial 28 | Epoch 18 | val 0.2123
  Trial 28 | Epoch 19 | val 0.2121
  Trial 28 | Epoch 20 | val 0.2123
  Trial 28 | Epoch 21 | val 0.2103
  Trial 28 | Epoch 22 | val 0.2104
  Trial 28 | Epoch 23 | val 0.2094
  Trial 28 | Epoch 24 | val 0.2105
  Trial 28 | Epoch 25 | val 0.2088
  Trial 28 | Epoch 26 | val 0.2092
  Trial 28 | Epoch 27 | val 0.2086
  Trial 28 | Epoch 28 | val 0.2087
  Trial 28 | Epoch 29 | val 0.2083
[I 2026-07-20 14:11:07,083] Trial 28 finished with value: 0.20830246078413586 and parameters: {'lr': 0.0017020967019342889, 'batch_size': 128, 'lambda_future': 0.11205196851577026}. Best is trial 19 with value: 0.2031267489804778.
  Trial 31 | Epoch  0 | val 0.3287
  Trial 31 | Epoch  1 | val 0.2933
  Trial 31 | Epoch  2 | val 0.2791
  Trial 31 | Epoch  3 | val 0.2750
  Trial 31 | Epoch  4 | val 0.2675
  Trial 31 | Epoch  5 | val 0.2646
  Trial 31 | Epoch  6 | val 0.2639
  Trial 31 | Epoch  7 | val 0.2599
  Trial 31 | Epoch  8 | val 0.2614
  Trial 31 | Epoch  9 | val 0.2579
  Trial 31 | Epoch 10 | val 0.2567
  Trial 31 | Epoch 11 | val 0.2575
  Trial 31 | Epoch 12 | val 0.2558
  Trial 31 | Epoch 13 | val 0.2570
  Trial 31 | Epoch 14 | val 0.2545
  Trial 31 | Epoch 15 | val 0.2546
  Trial 31 | Epoch 16 | val 0.2553
  Trial 31 | Epoch 17 | val 0.2540
  Trial 31 | Epoch 18 | val 0.2552
  Trial 31 | Epoch 19 | val 0.2532
  Trial 31 | Epoch 20 | val 0.2543
  Trial 31 | Epoch 21 | val 0.2533
  Trial 31 | Epoch 22 | val 0.2525
  Trial 31 | Epoch 23 | val 0.2538
  Trial 31 | Epoch 24 | val 0.2527
  Trial 31 | Epoch 25 | val 0.2536
  Trial 31 | Epoch 26 | val 0.2519
  Trial 31 | Epoch 27 | val 0.2532
  Trial 31 | Epoch 28 | val 0.2530
  Trial 31 | Epoch 29 | val 0.2516
[I 2026-07-20 14:11:50,096] Trial 31 finished with value: 0.2515531431796939 and parameters: {'lr': 0.0016592379712986995, 'batch_size': 128, 'lambda_future': 0.3786846590844143}. Best is trial 19 with value: 0.2031267489804778.

--- Fase 2, architettura #2: gru=512, mlp=128 ---

[I 2026-07-20 14:11:50,098] Using an existing study with name 'fish_forward_phase2_arch2' instead of creating a new one.
  Trial 3 | Epoch  0 | val 0.5530
  Trial 3 | Epoch  1 | val 0.5144
  Trial 3 | Epoch  2 | val 0.5243
  Trial 3 | Epoch  3 | val 0.5016
  Trial 3 | Epoch  4 | val 0.5066
  Trial 3 | Epoch  5 | val 0.5071
  Trial 3 | Epoch  6 | val 0.5025
  Trial 3 | Epoch  7 | val 0.4964
  Trial 3 | Epoch  8 | val 0.4937
  Trial 3 | Epoch  9 | val 0.4940
  Trial 3 | Epoch 10 | val 0.4990
  Trial 3 | Epoch 11 | val 0.4970
  Trial 3 | Epoch 12 | val 0.4971
  Trial 3 | Epoch 13 | val 0.4865
  Trial 3 | Epoch 14 | val 0.4857
  Trial 3 | Epoch 15 | val 0.4955
  Trial 3 | Epoch 16 | val 0.4887
  Trial 3 | Epoch 17 | val 0.4907
  Trial 3 | Epoch 18 | val 0.4936
  Trial 3 | Epoch 19 | val 0.4856
  Trial 3 | Epoch 20 | val 0.4865
  Trial 3 | Epoch 21 | val 0.4827
  Trial 3 | Epoch 22 | val 0.4858
  Trial 3 | Epoch 23 | val 0.4856
  Trial 3 | Epoch 24 | val 0.4832
  Trial 3 | Epoch 25 | val 0.4835
  Trial 3 | Epoch 26 | val 0.4854
  Trial 3 | Epoch 27 | val 0.4800
  Trial 3 | Epoch 28 | val 0.4905
  Trial 3 | Epoch 29 | val 0.4918
[I 2026-07-20 14:13:18,314] Trial 3 finished with value: 0.4799879858660143 and parameters: {'lr': 0.0045459189186033665, 'batch_size': 64, 'lambda_future': 1.8135256608148376}. Best is trial 1 with value: 0.2650321190093839.
  Trial 7 | Epoch  0 | val 0.7201
  Trial 7 | Epoch  1 | val 0.5956
  Trial 7 | Epoch  2 | val 0.5645
  Trial 7 | Epoch  3 | val 0.5471
  Trial 7 | Epoch  4 | val 0.5362
  Trial 7 | Epoch  5 | val 0.5313
[I 2026-07-20 14:13:28,288] Trial 7 pruned. 
  Trial 11 | Epoch  0 | val 0.6053
  Trial 11 | Epoch  1 | val 0.5483
  Trial 11 | Epoch  2 | val 0.5140
